protocol_key,mask_family,severity,random_rmse,structured_rmse,rmse_improvement_fraction,random_mae,structured_mae,mae_improvement_fraction,interpretation
channel_dropout_missing_50,channel_dropout,50%,2.172570486732036,1.9780658672552671,0.08952741495137456,0.8252175773723138,0.5124951221168047,0.37895757898334004,structured_training_benefit
gap_onset,real_gap_case,onset,0.963543138561353,0.8910464798998531,0.07523966054051634,0.22609465876713586,0.22239356271725577,0.016369674852390024,structured_training_benefit
gap_sustained,real_gap_case,sustained,2.715754179875127,2.666738744347284,0.01804855383858664,1.1808424047313821,1.0904862714501529,0.07651836766633009,structured_training_benefit
random_missing_10,random,10%,0.839450574980923,2.073963796699682,-1.470620496920636,0.14899602869141024,0.30691141929291665,-1.059863084864962,random_missing_cost
random_missing_50,random,50%,0.8104056537874413,0.8250302742012526,-0.018046049340182835,0.14859313025945403,0.1698022191990236,-0.14273263442621484,random_missing_cost
random_missing_90,random,90%,1.0628453834927416,0.9357581565720436,0.11957263859307704,0.20027342763312347,0.2369931349627888,-0.18334787477114212,random_missing_cost
rectangle_missing_50,rectangle,50%,1.0545883862462153,0.8163009609192523,0.22595301487734185,0.1876929790803343,0.17980586616793948,0.042021352908566026,structured_training_benefit
time_block_missing_50,time_block,50%,0.9373573747479781,0.7952175695208706,0.15163886160849138,0.17963711988999134,0.17942638029804434,0.0011731405629085035,structured_training_benefit
