missing_ratio,method,scale,bucket,group,channels,eval_points,rmse,mae,crps,model_kind,protocol_key,mask_family,severity,requested_missing_ratio,actual_missing_ratio
0.1,linear_interpolation,normalized,held,discrete_like,32,12760,0.13534369670818425,0.007542030720571552,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,held,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,held,differenced,8,7604,0.0709416991054156,0.0010398071982370184,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,held,non_differenced,68,38526,0.08052696151653109,0.006895077692906875,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,all_channels,76,91307,0.654715922409815,0.2042128491979819,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,continuous,44,52423,0.08992249909786462,0.018442217188790848,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,discrete_like,32,38884,0.9978260316556576,0.45466686220636127,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,differenced,8,9647,0.08177990668107163,0.0018728866074954437,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,nominal,non_differenced,68,81660,0.6917385837269178,0.22811651830293445,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,all_channels,76,47310,0.9163435567485588,0.39114070631944775,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,continuous,44,20671,0.1347240658646503,0.03915429857325804,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,discrete_like,32,26639,1.2153888193139855,0.6642707425265684,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,differenced,8,2043,0.11335200136646911,0.004973589411215985,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,normalized,update,non_differenced,68,45267,0.9364841121760817,0.4085692838669662,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,all_channels,76,93440,0.030617110820470368,0.0044408623082861495,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,continuous,44,54041,0.0013383373861865324,0.00040710045456777294,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,discrete_like,32,39399,0.04712462681347051,0.009973706399171573,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,differenced,8,9647,1.1225833610855905e-07,2.562818518775143e-09,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,all,non_differenced,68,83793,0.03233156680565698,0.004952133822189772,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,all_channels,76,2133,0.00381109626814936,0.0005965800148679884,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,continuous,44,1618,0.0012684228348914554,0.00040124440784433717,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,discrete_like,32,515,0.00742306396533884,0.0012102751841189937,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,differenced,8,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,anomaly_rare,non_differenced,68,2133,0.00381109626814936,0.0005965800148679884,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,all_channels,76,46130,0.0011258425115374844,0.00019550176136194237,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,continuous,44,33370,0.0010248373365859271,0.00024042678534562316,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,discrete_like,32,12760,0.0013548511121403042,7.801366964286503e-05,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,differenced,8,7604,9.778441495072888e-08,1.429236417100036e-09,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,held,non_differenced,68,38526,0.0012319480951440468,0.00023408828800583207,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,all_channels,76,91307,0.030967187707562696,0.004530667625861592,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,continuous,44,52423,0.0013404372391720317,0.000407281197440148,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,discrete_like,32,38884,0.0474279787466194,0.010089773858171471,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,differenced,8,9647,1.1225833610855905e-07,2.562818518775143e-09,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,nominal,non_differenced,68,81660,0.03274531071048281,0.00506590306381379,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,all_channels,76,47310,0.04301393197224898,0.008580335612653379,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,continuous,44,20671,0.0017283340709175917,0.0006761682472214006,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,discrete_like,32,26639,0.05730248098496712,0.014713713127231421,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,near_constant,0,0,,,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,differenced,8,2043,1.5465211067587745e-07,6.781985577579603e-09,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,linear_interpolation,original,update,non_differenced,68,45267,0.04397387740599745,0.008967584862682194,,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
