missing_ratio,method,scale,bucket,channel,eval_points,rmse,mae,crps,crps_scaled_by_abs_target,value_type,near_constant,differenced,model_kind,protocol_key,mask_family,severity,requested_missing_ratio,actual_missing_ratio
0.1,csdi,normalized,all,channel_22,1238,0.4251877323945979,0.04698320579307337,0.04232866807939986,0.037340988998089776,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_23,1156,0.4181494074979424,0.05798326992142984,0.04664588729833817,0.03964678113552324,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_24,1259,0.4771149664326206,0.04427545340147352,0.03860616750411253,0.04204042566280032,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_25,1206,0.043962411458262345,0.011561985410268033,0.00986554634882443,0.010005039622526558,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_26,1263,0.036275312964601396,0.009767693512418962,0.008691132637976124,0.0089059290272488,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_27,1261,0.04330991821648833,0.010799522760555349,0.009577860869692712,0.009187967433911466,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_28,1256,0.03856967876592399,0.010012573171051064,0.009023023905383034,0.00935015278950086,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_29,1245,0.34967624569906175,0.0622947357864265,0.0541070242959843,0.037987798849598235,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_30,1252,0.4688873937838636,0.06709917183644093,0.04871271035679553,0.03859075938463019,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_31,1221,0.5382281118650679,0.05004942915070555,0.0373558015289809,0.03318383227083787,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_32,1261,0.4196984978859998,0.03868085641670946,0.03122481180088994,0.03401877680561553,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_33,1198,0.45304556124978496,0.04113651972531476,0.03193790955042998,0.034825261970315054,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_34,1217,0.03855097807243314,0.0099806456092742,0.009087017887924306,0.009148234352972826,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_35,1245,0.03803275258635075,0.009376494969469476,0.008384104476443584,0.008486420452746531,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_36,1169,0.03483899295919305,0.009108183397198457,0.007997992607803433,0.008034180199312345,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_37,1250,0.041415777445222735,0.010004769372940063,0.008863540713881192,0.00856911580091,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_38,1249,0.2628922343129544,0.043031998557315244,0.03589593422428068,0.027415735394294205,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_39,1221,0.38196600692225313,0.04739434705905305,0.03479172320323243,0.028905618756175488,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_40,1227,0.2918341197825341,0.029527800723898188,0.02410107845771202,0.026282953346673143,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_41,1177,1.4613854111759452,0.30602502215182065,0.22827214539672078,0.14977983719285823,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_42,1241,1.6677933436736658,0.4144734375713142,0.3314860705236497,0.2737959197208752,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_43,1262,2.213863021635685,0.3448698025686805,0.25821147988979865,0.16157669499262736,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_44,1206,1.4127692215870737,0.40139462421980265,0.3168798140375737,0.2426793251891817,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_45,1260,1.8047927258006762,0.3134364430866544,0.2574545092550834,0.18809640765039842,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_46,1215,2.4454880841024496,0.46063087055221996,0.3543790890175413,0.3172911307462361,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_47,1221,0.2645541282452134,0.04869907991891997,0.08231262359489547,0.08886472470333356,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_48,1245,0.6211962097458426,0.09723787068363174,0.14420425815653837,0.10251349297542284,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_49,1181,1.1661119634988704,0.15692188344094635,0.1256493251093213,0.0943227586026071,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_50,1268,1.9517880512568344,0.21418365648116222,0.16569382616318917,0.13980443865845185,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_51,1281,2.808221016340135,0.2775009984410805,0.19042715711856692,0.16714429347715382,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_52,1202,1.6854458736217777,0.15781017976771178,0.10927410847014393,0.10527054317897055,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_53,1181,0.9676304154722916,0.33072594441568115,0.3177611865463505,0.6696619048027792,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_54,1257,1.089999567748299,0.4539982538519156,0.41944259104654624,0.5136120843510158,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_55,1226,1.084032362821546,0.36795200298116415,0.3470631953604878,0.5621592578027813,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_56,1218,1.0653259668072501,0.6741797614763132,0.5138904960181655,0.49508491646209196,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_57,1255,0.7686570537962538,0.08683748501705459,0.08277301362198737,0.04798742746149268,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_58,1270,0.4407007460606399,0.066593003554607,0.08298503608376072,0.04252885305461406,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_59,1235,0.4671287728324277,0.06199308426273979,0.09462221103285565,0.05218857953303032,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_60,1239,0.29259098994236643,0.05592249948426155,0.09721604034163463,0.049018964737466864,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_61,1199,0.0017249681569821585,0.0014319147221787559,0.0010326926326930672,0.0010580087972031514,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_62,1172,0.0016223311179208327,0.0013991473020140222,0.0010307854508122224,0.0011679702531424982,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_63,1240,0.0016451199810707906,0.0014215937124625328,0.0010462981182686568,0.0012168957671313077,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_64,1188,0.5517177780322945,0.02887681085751188,0.02328975784264148,0.3980883403097205,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_65,1296,0.7897781851306735,0.06500561616417987,0.0451705075550871,0.3053140767867216,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_66,1231,0.8445269469976294,0.06381637014139967,0.04794298778274727,0.05119292209235209,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_67,1222,0.005717036554040172,0.0014682128376124729,0.0011674616794617014,0.04914393081956772,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_68,1267,0.010712152920949212,0.0033299293848314715,0.002562511916060064,0.1506788754898059,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_69,1251,0.017388810148888486,0.0026852407527686974,0.0021519431584144447,0.1493392257740302,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_70,1213,0.8528988293925758,0.6613365796019199,0.5339564893097455,0.6828992636281357,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_71,1337,0.5960623530589052,0.48340320230511113,0.37694874520480703,0.41624983364018314,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_72,1212,0.7083696749648899,0.5527572474463938,0.4440321831606278,0.513058887249753,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_73,1253,1.2603902074751354,1.0747080450522262,0.8570511439338607,1.0292808642937272,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_74,1224,0.9133298066315317,0.7046611729790183,0.5244458379063116,0.6709740602756535,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_75,1252,0.8055816428005078,0.6411114043701952,0.502124951950979,0.6113956314022818,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,all,channel_76,1230,0.9742683880043319,0.732068212245538,0.595183014981911,0.47778693156913765,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_1,1233,0.0011700452128123725,0.00042167546141466666,0.00031505379704063226,0.008841699545915228,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_2,1227,0.00064680937407497,0.0003422734288904078,0.00025449495494171703,0.006476318796158606,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_3,1251,0.0011505693002537743,0.00044273787426005163,0.0003369680211733829,0.007628596905181925,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_4,1205,0.14887230671795249,0.004369968263996587,0.0036480693613620586,0.46444062841309175,continuous,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_5,1271,0.32917351201691036,0.010347368587306711,0.01020555354335388,0.6062034294067674,continuous,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_6,1163,0.21026721573913504,0.008793051239673244,0.00818075746649532,0.6599988273150772,continuous,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_7,1185,0.24418591861419703,0.010101498840651809,0.009676997499036215,0.696255008173882,continuous,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_8,1181,9.096295434732049e-05,7.196891797386318e-05,5.938945410617848e-05,0.019247221293349225,discrete_like,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_9,1229,9.408298622434184e-05,7.520006034459595e-05,6.038588160219555e-05,0.01956526588182912,discrete_like,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_10,1174,9.145094269521777e-05,7.258162372055412e-05,5.963972458019011e-05,0.03259711220581444,discrete_like,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_11,1239,0.00010687667520797095,8.523091185263707e-05,6.714495448071599e-05,0.0553253565100326,discrete_like,False,True,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_12,1244,0.048826634045566565,0.011841469992347468,0.010762035236046926,0.010814558350422285,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_13,1213,0.03226578466163529,0.00871191416411781,0.007738958306983323,0.0073441288828580975,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_14,1147,0.20294254002815815,0.03918158959957861,0.034362620630013975,0.028221087541035177,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_15,1132,0.27900185478389034,0.036731919444860504,0.026279748800955956,0.0219678142243009,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_16,1136,0.033167784017689134,0.007624783605651956,0.007037124604475529,0.007669340284780891,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_17,1190,0.03700432757815888,0.009858790428197685,0.008765234595369787,0.00892767170769771,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_18,1208,0.0382319899407764,0.010031321745933287,0.008782916775530962,0.009392568983321295,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_19,1200,0.046803521102013614,0.011770272317032019,0.01024693661034434,0.01131671198550369,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_20,1194,0.04182721094567814,0.010315165385429184,0.008478925483260066,0.007845429133925655,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_21,1199,0.1757723092477587,0.03546704523408284,0.03392241490095374,0.027715656993610466,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_22,1131,0.03622844415167843,0.010456084674775969,0.009148826621803255,0.009048510121904526,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_23,1079,0.4155146571913326,0.05074028914537112,0.03954442841011349,0.03412026167523068,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_24,1214,0.028018244232499375,0.006583425889936271,0.005956103227164334,0.006748691438400348,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_25,1182,0.04435089159898812,0.011575240900270426,0.009883457142386944,0.010203462966530446,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_26,1228,0.03676491563641217,0.009924786207827373,0.008835308071667833,0.009193635658297703,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_27,1230,0.0435353392510528,0.010772673131489172,0.009567668296358476,0.0093222478961082,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_28,1225,0.03895893823974444,0.010005089950804808,0.009050303376194741,0.00962915331482085,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_29,1191,0.12118916294868654,0.035155503127777106,0.029886347433693148,0.023162650708691297,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_30,1163,0.3642217032839936,0.04322313614067904,0.03299938709008406,0.026740712186508295,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_31,1117,0.5626119735041208,0.05309502087406741,0.03883388765326183,0.03746623365784372,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_32,1217,0.018799585539824817,0.00547720618613352,0.0048608223691402885,0.005512466588543122,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_33,1155,0.02723459879187541,0.00668718060760787,0.006012440928975008,0.006781617515064835,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_34,1181,0.03910052352756269,0.010080169018903695,0.00919025433176931,0.009490045218822588,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_35,1212,0.038475995531846545,0.009423866197958639,0.008432815932445985,0.008663269792746486,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_36,1148,0.03510199297335078,0.009094195317100564,0.007998089700668789,0.00812859637463708,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_37,1221,0.041859575362871375,0.010055323978802105,0.008925512547143997,0.008763350446908196,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_38,1187,0.242792557645212,0.036780969651687416,0.028970769372843156,0.022418104002554805,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_39,1129,0.3969351184297539,0.04962985691399148,0.036034309293224334,0.03184071414846592,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_40,1185,0.01806147059669689,0.0047429830213136315,0.004092763148061228,0.004685801239164905,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_41,1151,0.23856331382091353,0.1826869631517876,0.13675522772644091,0.13566454060135857,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_42,1218,0.3961640572730672,0.2998373426240066,0.23044647242017197,0.25175599266047427,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_43,1236,0.26000558585583056,0.189126554044705,0.14314030407031825,0.13260138860593768,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_44,1181,0.36933972492887385,0.2866314299322608,0.2166232180003575,0.23832295369124865,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_45,1234,0.23748442341611736,0.18254209762647433,0.13839359355849393,0.14328429731658304,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_46,1193,0.40243375510321877,0.2905537316705235,0.22579559876153374,0.24609239531648802,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_47,1173,0.10455955256999266,0.0344197129146319,0.03118849647311507,0.043085560263723295,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_48,1192,0.08919478325434652,0.030516960826896183,0.027350392306426816,0.03778021894668457,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_49,1114,0.08101793018355347,0.026002639606996326,0.022952573804594353,0.030114395151171692,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_50,1223,0.06480916764210504,0.018478499093410525,0.015077019697002716,0.020196570582289786,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_51,1241,0.06839126482778074,0.018757830491765288,0.0158820817346331,0.021485935181744943,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_52,1166,0.08140090030344395,0.02071514574884346,0.016204235965141034,0.02197887700471145,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_53,1181,0.9676304154722916,0.33072594441568115,0.3177611865463505,0.6696619048027792,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_54,1257,1.089999567748299,0.4539982538519156,0.41944259104654624,0.5136120843510158,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_55,1226,1.084032362821546,0.36795200298116415,0.3470631953604878,0.5621592578027813,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_56,1218,1.0653259668072501,0.6741797614763132,0.5138904960181655,0.49508491646209196,discrete_like,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_57,1221,0.07634166727781154,0.02624773256706469,0.024137529848469678,0.016158271366827265,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_58,1236,0.07558944808963557,0.031000335818355523,0.03086944731287728,0.018185618647234537,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_59,1202,0.0716859241645402,0.025258474659404024,0.023890934521121145,0.01565559305545496,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_60,1202,0.07223235848204056,0.029882997472750368,0.027648931587600532,0.01662080382595799,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_61,1179,0.0017017272748758355,0.0014098000770357325,0.0010148477021961159,0.0010405386472186232,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_62,1150,0.0016041260841763681,0.001394111876902373,0.0010226870545993816,0.0011575773534833128,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
0.1,csdi,normalized,nominal,channel_63,1222,0.0016103819907166558,0.0014059251988285302,0.0010286599276280108,0.001197297469048668,continuous,False,False,random_csdi,random_missing_10,random,10%,0.1,0.10005482456140351
