missing_ratio,method,scale,bucket,channel,eval_points,rmse,mae,crps,crps_scaled_by_abs_target,value_type,near_constant,differenced
0.05,forward_fill,original,nominal,channel_19,593,0.004688824949539074,0.0007887663316565863,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_20,573,0.0034064232157235493,0.00047635085503676384,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_21,566,0.00786906500887556,0.0010141697399607818,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_22,560,0.010672290832771934,0.0008741330621497972,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_23,613,0.010637714416712572,0.0013348018753586936,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_24,582,0.008283883360343846,0.00104412999759425,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_25,587,0.005226401281863707,0.0008927986558901187,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_26,630,0.00512344936216733,0.0008423263118380592,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_27,581,0.006456990779358533,0.0010679796876677547,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_28,557,0.0046688032144074874,0.0008578995506896151,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_29,595,0.01661118354297797,0.001661941859902454,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_30,616,0.013686614259682648,0.0014713444541414062,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_31,574,0.002557774075309928,0.0005012350838358809,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_32,601,0.007582138746825806,0.000915162971928195,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_33,540,0.005849789288567473,0.0007071539207741067,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_34,590,0.005015902082234107,0.0010022195845337237,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_35,603,0.005347696102375718,0.0009897253159464492,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_36,611,0.0060640969916269695,0.0009443423117826496,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_37,587,0.0044632907966201925,0.0007102261257740261,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_38,571,0.00784006873059752,0.0012753863807526235,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_39,566,0.005559803288800411,0.0007364750961532863,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_40,561,0.006023450506415062,0.0008924318719887691,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_41,617,0.0018938424469433638,0.0014406421389340195,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_42,562,0.0037682750343676786,0.0029004432552649883,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_43,612,0.0017791177375654354,0.0013598248459934408,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_44,615,0.0031356808957818992,0.0024904501147386504,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_45,623,0.0020452314752335897,0.0015450705494582174,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_46,648,0.004149999697296201,0.0032371861147291866,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_47,626,5.493205999356933e-06,1.9466172317608288e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_48,586,6.435582341364216e-06,2.373476574712341e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_49,611,5.642262324993679e-06,2.08320283619062e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_50,595,0.0016791236172433454,0.0003519899704877068,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_51,563,0.0021800047584424904,0.0005316227198070573,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_52,577,0.001987771617363085,0.00041105542687030973,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_53,609,0.2058938252700422,0.08786261003397172,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_54,577,0.11301827950812313,0.0512280089189936,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_55,634,0.15412431726992998,0.06812037278425054,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_56,638,0.12362555844368571,0.06777779650538693,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_57,586,0.003913147012783875,0.0009807558800173294,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_58,622,0.006127238621294399,0.00102864363952465,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_59,647,0.002642887439368955,0.0009160325552986063,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_60,575,0.00261434520371876,0.0008112431609112284,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_61,593,0.03760880542528832,0.0031260182141855638,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_62,607,0.03498292723400676,0.0029322081774816873,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_63,593,0.009558310694269493,0.0007170400068691569,,,continuous,False,False
0.05,forward_fill,original,nominal,channel_64,631,2.1621924461176574e-05,1.490871804263059e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_65,595,1.285596332646753e-05,5.34538461380646e-07,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_66,592,9.556265627055007e-05,2.0614548309429272e-05,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_67,632,4.959143217455037e-05,9.989342357538923e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_68,656,5.116796589941707e-05,1.0466248523898241e-05,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_69,654,2.472394594523239e-05,2.5481441334482364e-06,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_70,583,0.007779595743548899,0.006549903908888226,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_71,590,0.0075127195614815056,0.006989773754346168,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_72,552,0.007724200050992172,0.006946108911348426,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_73,637,0.006774668503579058,0.005695812556208397,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_74,594,0.007137675998973884,0.0058170977465632785,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_75,598,0.004956852469616075,0.004129060036362613,,,discrete_like,False,False
0.05,forward_fill,original,nominal,channel_76,574,0.007380468492244336,0.006081654842722291,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_1,0,,,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_2,0,,,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_3,0,,,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_4,0,,,,,continuous,False,True
0.05,forward_fill,original,anomaly_rare,channel_5,0,,,,,continuous,False,True
0.05,forward_fill,original,anomaly_rare,channel_6,0,,,,,continuous,False,True
0.05,forward_fill,original,anomaly_rare,channel_7,0,,,,,continuous,False,True
0.05,forward_fill,original,anomaly_rare,channel_8,0,,,,,discrete_like,False,True
0.05,forward_fill,original,anomaly_rare,channel_9,0,,,,,discrete_like,False,True
0.05,forward_fill,original,anomaly_rare,channel_10,0,,,,,discrete_like,False,True
0.05,forward_fill,original,anomaly_rare,channel_11,0,,,,,discrete_like,False,True
0.05,forward_fill,original,anomaly_rare,channel_12,11,0.00047032251769403517,0.00014180757782676002,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_13,9,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_14,24,0.0007051855054424382,0.00019592543443044028,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_15,43,0.0014628985355450584,0.00045624877824339754,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_16,25,0.0028484863781259983,0.001176738739013672,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_17,10,0.0008255726166660522,0.0004521846771240234,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_18,14,0.0016114958704449027,0.00043069039072309224,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_19,14,0.0016675774679064824,0.00044567883014678955,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_20,21,0.002947715149307455,0.0009654717785971505,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_21,36,0.0023278430430324075,0.0005068431297938029,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_22,45,0.0005697747668475018,0.00022472176286909316,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_23,33,0.00031752800395766246,7.816979830915278e-05,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_24,19,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_25,14,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_26,12,0.00043478798962000694,0.0001255124807357788,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_27,16,0.028673083714022107,0.0077292174100875854,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_28,22,0.0011486136622542655,0.0004228682003237984,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_29,28,0.0012785226418227567,0.00024161807128361294,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_30,38,0.0014680138749036317,0.0002381432997552972,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_31,44,0.010856817903481076,0.0018953657285733657,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_32,23,0.004903595479392425,0.0010993117871491806,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_33,24,0.0005307479609843739,0.0001532137393951416,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_34,11,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_35,15,0.0006665078491328945,0.0002980629603068034,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_36,19,0.020670599993575903,0.005922766108261912,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_37,18,0.0012194095206581271,0.0004332984487215678,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_38,30,0.0004773036661596077,0.00015093634525934854,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_39,55,0.0015827470958855157,0.00031520995226773347,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_40,26,0.0025499432118494692,0.0005657741656670204,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_41,14,0.010307653454898175,0.0034613055842263357,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_42,12,0.03748246514472738,0.014940698941548666,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_43,18,0.02927931625998364,0.007293641567230225,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_44,8,0.0021198792182635273,0.001377701759338379,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_45,9,0.001896237274435857,0.0008480548858642578,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_46,16,0.014457844546975355,0.004592118784785271,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_47,24,3.630216878870415e-06,2.1317440162723265e-06,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_48,21,6.0233789841121546e-06,2.047884100604625e-06,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_49,36,1.7897931312576344e-06,8.441824724690782e-07,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_50,27,0.0013041907630800863,0.0004921378912749114,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_51,25,0.001305453556965865,0.00033341169357299806,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_52,26,0.13172675767010408,0.026361387509566087,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_53,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_54,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_55,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_56,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_57,28,0.0011737138019816463,0.0003924752984728132,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_58,18,0.003266065956592078,0.001233200232187907,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_59,17,0.0016019929923820262,0.000538776902591481,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_60,21,0.001625155035012147,0.0005182396797906785,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_61,1,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_62,7,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_63,6,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,anomaly_rare,channel_64,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_65,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_66,11,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_67,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_68,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_69,0,,,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_70,5,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_71,9,0.00018930435180664062,6.310145060221355e-05,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_72,4,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_73,5,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_74,6,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_75,2,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,anomaly_rare,channel_76,4,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_1,210,2.6833937818703167e-05,3.703435262044271e-06,,,continuous,False,False
0.05,forward_fill,original,update,channel_2,213,8.913074053021443e-05,1.727359395631602e-05,,,continuous,False,False
0.05,forward_fill,original,update,channel_3,219,8.942456406565186e-05,1.5422701835632324e-05,,,continuous,False,False
0.05,forward_fill,original,update,channel_4,116,1.1927138289988158e-09,3.1322200006092443e-10,,,continuous,False,True
0.05,forward_fill,original,update,channel_5,128,8.055860391213962e-10,1.2332966939365697e-10,,,continuous,False,True
0.05,forward_fill,original,update,channel_6,132,1.2537632050662416e-09,2.8872046840864175e-10,,,continuous,False,True
0.05,forward_fill,original,update,channel_7,118,6.941137754759284e-07,6.434559915399903e-08,,,continuous,False,True
0.05,forward_fill,original,update,channel_8,129,1.7501146718519044e-10,2.1791476461378652e-11,,,discrete_like,False,True
0.05,forward_fill,original,update,channel_9,122,2.5122609731977007e-10,4.5489885082838184e-11,,,discrete_like,False,True
0.05,forward_fill,original,update,channel_10,143,6.888342323220394e-11,8.146324329945824e-12,,,discrete_like,False,True
0.05,forward_fill,original,update,channel_11,117,2.6122215688026634e-11,5.4001034413339805e-12,,,discrete_like,False,True
0.05,forward_fill,original,update,channel_12,225,0.007280252146919841,0.001858829524781969,,,continuous,False,False
0.05,forward_fill,original,update,channel_13,186,0.008338939592060482,0.0022846250444330195,,,continuous,False,False
0.05,forward_fill,original,update,channel_14,206,0.008942132696244214,0.0022510975888631875,,,continuous,False,False
0.05,forward_fill,original,update,channel_15,222,0.007502592266895846,0.0018573506726874962,,,continuous,False,False
0.05,forward_fill,original,update,channel_16,237,0.00440159576221292,0.0018309450350733245,,,continuous,False,False
0.05,forward_fill,original,update,channel_17,193,0.009112780542861295,0.002357879219277535,,,continuous,False,False
0.05,forward_fill,original,update,channel_18,217,0.00802283867093523,0.0020340519017338203,,,continuous,False,False
0.05,forward_fill,original,update,channel_19,212,0.00773446674334448,0.0020738957484938065,,,continuous,False,False
0.05,forward_fill,original,update,channel_20,215,0.005633034508695327,0.0013356230979742006,,,continuous,False,False
0.05,forward_fill,original,update,channel_21,200,0.0061040022659759425,0.0016296789795160293,,,continuous,False,False
0.05,forward_fill,original,update,channel_22,210,0.016513298318731866,0.0019874927543458484,,,continuous,False,False
0.05,forward_fill,original,update,channel_23,206,0.01694448033431087,0.0032044878428422133,,,continuous,False,False
0.05,forward_fill,original,update,channel_24,195,0.011019406285311891,0.0022649086438692534,,,continuous,False,False
0.05,forward_fill,original,update,channel_25,204,0.006181391660277991,0.0017837177889019834,,,continuous,False,False
0.05,forward_fill,original,update,channel_26,223,0.00779440239870971,0.0021146562601953344,,,continuous,False,False
0.05,forward_fill,original,update,channel_27,204,0.006898525392690614,0.0018282343505644331,,,continuous,False,False
0.05,forward_fill,original,update,channel_28,186,0.006321942213751327,0.0019488935108466815,,,continuous,False,False
0.05,forward_fill,original,update,channel_29,206,0.02625512404606461,0.003532483305745912,,,continuous,False,False
0.05,forward_fill,original,update,channel_30,190,0.02337176944823749,0.0037782882781405196,,,continuous,False,False
0.05,forward_fill,original,update,channel_31,190,0.006299973109549641,0.0015655364645154853,,,continuous,False,False
0.05,forward_fill,original,update,channel_32,209,0.0074199421455505375,0.0016811932102915202,,,continuous,False,False
0.05,forward_fill,original,update,channel_33,191,0.008990910777650922,0.0017114912028087996,,,continuous,False,False
0.05,forward_fill,original,update,channel_34,191,0.006941513450081875,0.0023351521938259063,,,continuous,False,False
0.05,forward_fill,original,update,channel_35,218,0.008375910494633643,0.002421916898237456,,,continuous,False,False
0.05,forward_fill,original,update,channel_36,221,0.009065727739084817,0.0020150813986273375,,,continuous,False,False
0.05,forward_fill,original,update,channel_37,200,0.007350677103686117,0.001897372007369995,,,continuous,False,False
0.05,forward_fill,original,update,channel_38,208,0.011134465544181299,0.002547788254630107,,,continuous,False,False
0.05,forward_fill,original,update,channel_39,199,0.006269317992167502,0.0013966516933249468,,,continuous,False,False
0.05,forward_fill,original,update,channel_40,210,0.004787461686051219,0.0018311872368767148,,,continuous,False,False
0.05,forward_fill,original,update,channel_41,625,0.0024332445860089378,0.001499735164642334,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_42,569,0.006607175684644571,0.003179855003088765,,,continuous,False,False
0.05,forward_fill,original,update,channel_43,621,0.00528848135397682,0.0015515271400291946,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_44,619,0.0031348103770809915,0.002492162253051659,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_45,626,0.002052954251616847,0.0015498585403917696,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_46,658,0.0046950543895106864,0.003299651220214403,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_47,647,5.44837067455242e-06,1.9625104226782296e-06,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_48,602,6.4483767717005535e-06,2.381831958295895e-06,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_49,641,5.5249514616572955e-06,2.033116227646421e-06,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_50,188,0.002581768558937594,0.000961766281026475,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_51,196,0.00250184447236573,0.0010079525563181663,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_52,188,0.0023011915244017067,0.0008534097925145575,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_53,602,0.20708742266213598,0.0888842682901807,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_54,572,0.11351116575200822,0.05167580619975404,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_55,627,0.1549822723837027,0.06888088731294234,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_56,634,0.12401493124543418,0.06820541667261334,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_57,604,0.0038626729954469954,0.0009697222749129036,,,continuous,False,False
0.05,forward_fill,original,update,channel_58,634,0.006093875034460596,0.001044186037797657,,,continuous,False,False
0.05,forward_fill,original,update,channel_59,661,0.0026273405372437405,0.0009104875501093092,,,continuous,False,False
0.05,forward_fill,original,update,channel_60,590,0.0025990461699766563,0.0008090641538975602,,,continuous,False,False
0.05,forward_fill,original,update,channel_61,17,0.001867530609309159,0.0004529427079593434,,,continuous,False,False
0.05,forward_fill,original,update,channel_62,22,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,update,channel_63,18,0.0007842966464334184,0.00018486049440171983,,,continuous,False,False
0.05,forward_fill,original,update,channel_64,100,5.4313654506251476e-05,9.407401084899903e-06,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_65,115,2.9241488620805722e-05,2.726782923159392e-06,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_66,91,0.00015204183604604604,7.47573244702685e-05,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_67,100,0.00010932049274272355,4.638075828552246e-05,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_68,100,0.00011816157374607899,5.414843559265137e-05,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_69,122,5.71394345717436e-05,1.2671605485384581e-05,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_70,583,0.007779595743548899,0.006549903908888226,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_71,590,0.0075127195614815056,0.006989773754346168,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_72,552,0.007724200050992172,0.006946108911348426,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_73,637,0.006774668503579058,0.005695812556208397,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_74,593,0.007142881526752082,0.005822489273688845,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_75,598,0.004956852469616075,0.004129060036362613,,,discrete_like,False,False
0.05,forward_fill,original,update,channel_76,574,0.007380468492244336,0.006081654842722291,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_1,387,9.883450198669363e-06,5.024040084168585e-07,,,continuous,False,False
0.05,forward_fill,original,held,channel_2,402,2.2938197962661075e-05,1.1440533310619753e-06,,,continuous,False,False
0.05,forward_fill,original,held,channel_3,407,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_4,501,4.537184033233596e-10,4.532653693496411e-11,,,continuous,False,True
0.05,forward_fill,original,held,channel_5,518,2.312019053645641e-10,1.0158428367045104e-11,,,continuous,False,True
0.05,forward_fill,original,held,channel_6,512,3.402776956637545e-10,2.1267355931886556e-11,,,continuous,False,True
0.05,forward_fill,original,held,channel_7,489,3.376319796471087e-10,2.1592560050803347e-11,,,continuous,False,True
0.05,forward_fill,original,held,channel_8,503,6.267038612131576e-11,2.794334456777183e-12,,,discrete_like,False,True
0.05,forward_fill,original,held,channel_9,474,1.103789168556257e-10,8.781275284978257e-12,,,discrete_like,False,True
0.05,forward_fill,original,held,channel_10,464,4.6834876533147914e-11,3.765919329252973e-12,,,discrete_like,False,True
0.05,forward_fill,original,held,channel_11,507,9.720186269239322e-12,7.477066303385511e-13,,,discrete_like,False,True
0.05,forward_fill,original,held,channel_12,424,0.00377015801069268,0.0003604966584803923,,,continuous,False,False
0.05,forward_fill,original,held,channel_13,421,0.004616893144500555,0.0003721438649148103,,,continuous,False,False
0.05,forward_fill,original,held,channel_14,370,0.009440024414105857,0.001015362304610175,,,continuous,False,False
0.05,forward_fill,original,held,channel_15,415,0.0046594917582082835,0.00038057141993419236,,,continuous,False,False
0.05,forward_fill,original,held,channel_16,399,0.005071869565042561,0.00028503882257561937,,,continuous,False,False
0.05,forward_fill,original,held,channel_17,371,0.004572446899359105,0.00042498473208548245,,,continuous,False,False
0.05,forward_fill,original,held,channel_18,419,0.0030337139170337735,0.00028564103463384587,,,continuous,False,False
0.05,forward_fill,original,held,channel_19,395,0.0009985110906699892,8.686592307271836e-05,,,continuous,False,False
0.05,forward_fill,original,held,channel_20,379,0.00015596199419327445,1.6002588976656227e-05,,,continuous,False,False
0.05,forward_fill,original,held,channel_21,402,0.008314595799401744,0.0006625140039481927,,,continuous,False,False
0.05,forward_fill,original,held,channel_22,395,0.004066746054608808,0.00020823674865915807,,,continuous,False,False
0.05,forward_fill,original,held,channel_23,440,0.004820699896235206,0.00036520150236108085,,,continuous,False,False
0.05,forward_fill,original,held,channel_24,406,0.0063284677114337825,0.0004089321996190865,,,continuous,False,False
0.05,forward_fill,original,held,channel_25,397,0.0045556466252044455,0.00040351229740930744,,,continuous,False,False
0.05,forward_fill,original,held,channel_26,419,0.0026721163959359862,0.00014463813890989755,,,continuous,False,False
0.05,forward_fill,original,held,channel_27,393,0.008390822278292725,0.0009445391083491668,,,continuous,False,False
0.05,forward_fill,original,held,channel_28,393,0.0034716238384886458,0.0003171983641825863,,,continuous,False,False
0.05,forward_fill,original,held,channel_29,417,0.007300122204447643,0.0006425159512092169,,,continuous,False,False
0.05,forward_fill,original,held,channel_30,464,0.005018841218975892,0.00042569582703812366,,,continuous,False,False
0.05,forward_fill,original,held,channel_31,428,0.0018089170909954089,0.00017208668673149893,,,continuous,False,False
0.05,forward_fill,original,held,channel_32,415,0.007540607771559068,0.0005395849067044545,,,continuous,False,False
0.05,forward_fill,original,held,channel_33,373,0.0028575717843678625,0.00015722634645313745,,,continuous,False,False
0.05,forward_fill,original,held,channel_34,410,0.0037091552161287633,0.000354379233790607,,,continuous,False,False
0.05,forward_fill,original,held,channel_35,400,0.0022120058436228282,0.00018324356526136398,,,continuous,False,False
0.05,forward_fill,original,held,channel_36,409,0.005511324028533579,0.0005970482138374907,,,continuous,False,False
0.05,forward_fill,original,held,channel_37,405,0.0015021635256829992,0.00011167334921566057,,,continuous,False,False
0.05,forward_fill,original,held,channel_38,393,0.004869083040053267,0.000516116429527904,,,continuous,False,False
0.05,forward_fill,original,held,channel_39,422,0.004821966369306702,0.00037025536688583156,,,continuous,False,False
0.05,forward_fill,original,held,channel_40,377,0.006455330884022525,0.0003469896253287318,,,continuous,False,False
0.05,forward_fill,original,held,channel_41,6,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_42,5,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_43,9,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_44,4,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_45,6,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_46,6,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_47,3,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_48,5,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_49,6,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_50,434,0.001041070900820521,9.656611675490981e-05,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_51,392,0.0019505427222339207,0.00028081679222535116,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_52,415,0.03301823991490156,0.0018364675073738559,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_53,7,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_54,5,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_55,7,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_56,4,0.0,0.0,,,discrete_like,False,False
0.05,forward_fill,original,held,channel_57,10,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_58,6,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_59,3,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_60,6,0.0,0.0,,,continuous,False,False
0.05,forward_fill,original,held,channel_61,577,0.038125331516969715,0.0031993566290757893,,,continuous,False,False
0.05,forward_fill,original,held,channel_62,592,0.035423350709783044,0.0030065039927895006,,,continuous,False,False
0.05,forward_fill,original,held,channel_63,581,0.009655528288358453,0.0007261226078729416,,,continuous,False,False
