missing_ratio,method,scale,bucket,group,channels,eval_points,rmse,mae,crps
0.03,forward_fill,normalized,anomaly_rare,discrete_like,32,155,5.447411787332182,0.9154085206408654,
0.03,forward_fill,normalized,anomaly_rare,near_constant,0,0,,,
0.03,forward_fill,normalized,anomaly_rare,differenced,8,0,,,
0.03,forward_fill,normalized,anomaly_rare,non_differenced,68,584,2.8069927416824463,0.2515797849253381,
0.03,forward_fill,normalized,held,all_channels,76,13922,0.4435078990025583,0.00928837926701372,
0.03,forward_fill,normalized,held,continuous,44,10050,0.08791757618706354,0.0067900167369696115,
0.03,forward_fill,normalized,held,discrete_like,32,3872,0.8289639262502502,0.01577302374711271,
0.03,forward_fill,normalized,held,near_constant,0,0,,,
0.03,forward_fill,normalized,held,differenced,8,2375,0.00017448829167271597,1.0133434332122928e-05,
0.03,forward_fill,normalized,held,non_differenced,68,11547,0.48698724359042156,0.011196739347780914,
0.03,forward_fill,normalized,nominal,all_channels,76,27448,0.6834440102654843,0.22511701926225103,
0.03,forward_fill,normalized,nominal,continuous,44,15690,0.15072446268783804,0.02718564826531254,
0.03,forward_fill,normalized,nominal,discrete_like,32,11758,1.0296010085846017,0.48923874157403574,
0.03,forward_fill,normalized,nominal,near_constant,0,0,,,
0.03,forward_fill,normalized,nominal,differenced,8,3007,0.12844493638832968,0.003343518463144278,
0.03,forward_fill,normalized,nominal,non_differenced,68,24441,0.7228645639272031,0.2524020287505254,
0.03,forward_fill,normalized,update,all_channels,76,14110,1.0201323457418612,0.43916525363288145,
0.03,forward_fill,normalized,update,continuous,44,6069,0.2150628890100545,0.05986775862199433,
0.03,forward_fill,normalized,update,discrete_like,32,8041,1.3383623531218072,0.725442644159069,
0.03,forward_fill,normalized,update,near_constant,0,0,,,
0.03,forward_fill,normalized,update,differenced,8,632,0.28017207487619583,0.015870084038189954,
0.03,forward_fill,normalized,update,non_differenced,68,13478,1.042011279729114,0.45901408485293227,
0.03,forward_fill,original,all,all_channels,76,28032,0.03732310748494277,0.00530646153039229,
0.03,forward_fill,original,all,continuous,44,16119,0.011038104159257786,0.001002983980853268,
0.03,forward_fill,original,all,discrete_like,32,11913,0.05579417053159979,0.01112932349807629,
0.03,forward_fill,original,all,near_constant,0,0,,,
0.03,forward_fill,original,all,differenced,8,3007,1.7684853571339985e-07,4.577507166020697e-09,
0.03,forward_fill,original,all,non_differenced,68,25025,0.039501882667101834,0.005944084549666039,
0.03,forward_fill,original,anomaly_rare,all_channels,76,584,0.014598322043025996,0.0015056631904596157,
0.03,forward_fill,original,anomaly_rare,continuous,44,429,0.001715631130527058,0.0003175833425321779,
0.03,forward_fill,original,anomaly_rare,discrete_like,32,155,0.028192210476914507,0.004793961608271685,
0.03,forward_fill,original,anomaly_rare,near_constant,0,0,,,
0.03,forward_fill,original,anomaly_rare,differenced,8,0,,,
0.03,forward_fill,original,anomaly_rare,non_differenced,68,584,0.014598322043025996,0.0015056631904596157,
0.03,forward_fill,original,held,all_channels,76,13922,0.011384931315396597,0.0005339387836807885,
0.03,forward_fill,original,held,continuous,44,10050,0.013152860453253628,0.0007047806860485523,
0.03,forward_fill,original,held,discrete_like,32,3872,0.004125356461339114,9.050874266941815e-05,
0.03,forward_fill,original,held,near_constant,0,0,,,
0.03,forward_fill,original,held,differenced,8,2375,1.5447214372194875e-10,6.838850702114254e-12,
0.03,forward_fill,original,held,non_differenced,68,11547,0.012501054446651633,0.0006437599142774458,
0.03,forward_fill,original,nominal,all_channels,76,27448,0.03765791654861867,0.005387329580178092,
0.03,forward_fill,original,nominal,continuous,44,15690,0.01118439260828119,0.0010217243807155846,
0.03,forward_fill,original,nominal,discrete_like,32,11758,0.056067361456072676,0.011212839495092766,
0.03,forward_fill,original,nominal,near_constant,0,0,,,
0.03,forward_fill,original,nominal,differenced,8,3007,1.7684853571339985e-07,4.577507166020697e-09,
0.03,forward_fill,original,nominal,non_differenced,68,24441,0.039907282531078885,0.006050137414678786,
0.03,forward_fill,original,update,all_channels,76,14110,0.05137683017859589,0.010015395738735134,
0.03,forward_fill,original,update,continuous,44,6069,0.006092973782391106,0.0014967956652802566,
0.03,forward_fill,original,update,discrete_like,32,8041,0.06785130051210661,0.016444867675782474,
0.03,forward_fill,original,update,near_constant,0,0,,,
0.03,forward_fill,original,update,differenced,8,632,3.8575317769556356e-07,2.175367369906126e-08,
0.03,forward_fill,original,update,non_differenced,68,13478,0.05256759239822781,0.010485028945335432,
0.03,linear_interpolation,normalized,all,all_channels,76,28032,0.632765782420245,0.20760737994917536,
0.03,linear_interpolation,normalized,all,continuous,44,16119,0.08413045148297742,0.016650562815202236,
0.03,linear_interpolation,normalized,all,discrete_like,32,11913,0.9656969849332951,0.4659833503497892,
0.03,linear_interpolation,normalized,all,near_constant,0,0,,,
0.03,linear_interpolation,normalized,all,differenced,8,3007,0.07966916545424704,0.0025160243672154295,
0.03,linear_interpolation,normalized,all,non_differenced,68,25025,0.6691344878366944,0.23225112445406862,
0.03,linear_interpolation,normalized,anomaly_rare,all_channels,76,584,1.0355638067377733,0.11697540776357565,
0.03,linear_interpolation,normalized,anomaly_rare,continuous,44,429,0.045381657929606516,0.009411452702813215,
0.03,linear_interpolation,normalized,anomaly_rare,discrete_like,32,155,2.008680576459278,0.4146846769317504,
0.03,linear_interpolation,normalized,anomaly_rare,near_constant,0,0,,,
0.03,linear_interpolation,normalized,anomaly_rare,differenced,8,0,,,
0.03,linear_interpolation,normalized,anomaly_rare,non_differenced,68,584,1.0355638067377733,0.11697540776357565,
0.03,linear_interpolation,normalized,held,all_channels,76,13922,0.12542015011614174,0.006807478714315281,
0.03,linear_interpolation,normalized,held,continuous,44,10050,0.03252141469213091,0.004692562429873801,
0.03,linear_interpolation,normalized,held,discrete_like,32,3872,0.2319778493247357,0.012296866281111995,
0.03,linear_interpolation,normalized,held,near_constant,0,0,,,
0.03,linear_interpolation,normalized,held,differenced,8,2375,0.05304848277251161,0.0010885318956877056,
0.03,linear_interpolation,normalized,held,non_differenced,68,11547,0.1355979588318285,0.00798375815436382,
0.03,linear_interpolation,normalized,nominal,all_channels,76,27448,0.6213651623014917,0.20953571978637242,
0.03,linear_interpolation,normalized,nominal,continuous,44,15690,0.08494202899559067,0.016848496428511,
0.03,linear_interpolation,normalized,nominal,discrete_like,32,11758,0.9442857159577985,0.46665959582692745,
0.03,linear_interpolation,normalized,nominal,near_constant,0,0,,,
0.03,linear_interpolation,normalized,nominal,differenced,8,3007,0.07966916545424704,0.0025160243672154295,
0.03,linear_interpolation,normalized,nominal,non_differenced,68,24441,0.6578870479157557,0.23500555424999525,
0.03,linear_interpolation,normalized,update,all_channels,76,14110,0.8831362640219784,0.40573184662633843,
0.03,linear_interpolation,normalized,update,continuous,44,6069,0.13056520203316463,0.036452491325291735,
0.03,linear_interpolation,normalized,update,discrete_like,32,8041,1.1643540636793406,0.6844479773715259,
0.03,linear_interpolation,normalized,update,near_constant,0,0,,,
0.03,linear_interpolation,normalized,update,differenced,8,632,0.14008570999430356,0.007880414588541924,
0.03,linear_interpolation,normalized,update,non_differenced,68,13478,0.9030954148212081,0.4243875896926604,
0.03,linear_interpolation,original,all,all_channels,76,28032,0.032767041657802885,0.0047908704860034615,
0.03,linear_interpolation,original,all,continuous,44,16119,0.001259334156188426,0.0003752606366865036,
0.03,linear_interpolation,original,all,discrete_like,32,11913,0.05024226272732575,0.01076545414764537,
0.03,linear_interpolation,original,all,near_constant,0,0,,,
0.03,linear_interpolation,original,all,differenced,8,3007,1.1250851590836027e-07,3.543175855954015e-09,
0.03,linear_interpolation,original,all,non_differenced,68,25025,0.03467985176307976,0.005366540292080689,
0.03,linear_interpolation,original,anomaly_rare,all_channels,76,584,0.005753614588969207,0.0007954864160314023,
0.03,linear_interpolation,original,anomaly_rare,continuous,44,429,0.0008248556843732988,0.0002756204742651719,
0.03,linear_interpolation,original,anomaly_rare,discrete_like,32,155,0.011083523729161335,0.0022343411838876143,
0.03,linear_interpolation,original,anomaly_rare,near_constant,0,0,,,
0.03,linear_interpolation,original,anomaly_rare,differenced,8,0,,,
0.03,linear_interpolation,original,anomaly_rare,non_differenced,68,584,0.005753614588969207,0.0007954864160314023,
0.03,linear_interpolation,original,held,all_channels,76,13922,0.0010033961212277292,0.0001741377956551941,
0.03,linear_interpolation,original,held,continuous,44,10050,0.000944042229743178,0.0002119239590209515,
0.03,linear_interpolation,original,held,discrete_like,32,3872,0.001143161945068417,7.606162266297774e-05,
0.03,linear_interpolation,original,held,near_constant,0,0,,,
0.03,linear_interpolation,original,held,differenced,8,2375,7.827593628579361e-08,1.6061883223684211e-09,
0.03,linear_interpolation,original,held,non_differenced,68,11547,0.0011017641818841949,0.00020995432375633035,
0.03,linear_interpolation,original,nominal,all_channels,76,27448,0.03310315560984776,0.004875878657704995,
0.03,linear_interpolation,original,nominal,continuous,44,15690,0.0012691264324592188,0.0003779850235366471,
0.03,linear_interpolation,original,nominal,discrete_like,32,11758,0.05055632489273414,0.010877915664007205,
0.03,linear_interpolation,original,nominal,near_constant,0,0,,,
0.03,linear_interpolation,original,nominal,differenced,8,3007,1.1250851590836027e-07,3.543175855954015e-09,
0.03,linear_interpolation,original,nominal,non_differenced,68,24441,0.03508045863046242,0.005475762315058995,
0.03,linear_interpolation,original,update,all_channels,76,14110,0.04617422521617824,0.009346090366586636,
0.03,linear_interpolation,original,update,continuous,44,6069,0.0016541846119562254,0.0006457390697955493,
0.03,linear_interpolation,original,update,discrete_like,32,8041,0.061148835219539885,0.015912740288266166,
0.03,linear_interpolation,original,update,near_constant,0,0,,,
0.03,linear_interpolation,original,update,differenced,8,632,1.9287625726803245e-07,1.0822203375361904e-08,
0.03,linear_interpolation,original,update,non_differenced,68,13478,0.04724440651617644,0.009784339533529076,
0.05,csdi,normalized,all,all_channels,76,46720,1.2131630061930812,0.16426258234160954,0.13737298555302305
0.05,csdi,normalized,all,continuous,44,26972,0.9795122876147416,0.06409756418377775,0.05621748904757897
0.05,csdi,normalized,all,discrete_like,32,19748,1.473599695517796,0.30106888524585496,0.24821590897538684
0.05,csdi,normalized,all,near_constant,0,0,,,
0.05,csdi,normalized,all,differenced,8,4973,0.15561153366834476,0.0050420286889543255,0.004371890031416478
0.05,csdi,normalized,all,non_differenced,68,41747,1.2822636060983956,0.18322930601791332,0.15321638622921416
0.05,csdi,normalized,anomaly_rare,all_channels,76,1079,7.394561357102484,1.9186199958538903,1.7563166159096453
0.05,csdi,normalized,anomaly_rare,continuous,44,809,5.336223907484042,1.1286337409509237,1.0065457402295033
0.05,csdi,normalized,anomaly_rare,discrete_like,32,270,11.541024265546989,4.285652885544631,4.002852313780886
0.05,csdi,normalized,anomaly_rare,near_constant,0,0,,,
0.05,csdi,normalized,anomaly_rare,differenced,8,0,,,
0.05,csdi,normalized,anomaly_rare,non_differenced,68,1079,7.394561357102484,1.9186199958538903,1.7563166159096453
0.05,csdi,normalized,held,all_channels,76,23183,1.328317653676812,0.08434636735484832,0.0776373111504915
0.05,csdi,normalized,held,continuous,44,16747,1.0230709614283229,0.06543009086908705,0.05765520403262884
0.05,csdi,normalized,held,discrete_like,32,6436,1.9058020704653085,0.13356807063437662,0.12963239317392922
0.05,csdi,normalized,held,near_constant,0,0,,,
0.05,csdi,normalized,held,differenced,8,3968,0.1742068202302169,0.0062971503919236,0.005459682215380322
0.05,csdi,normalized,held,non_differenced,68,19215,1.4568886410410213,0.10046394700142054,0.09254237654807261
0.05,csdi,normalized,nominal,all_channels,76,45641,0.4624696998636215,0.1227877752647785,0.09909949933532401
0.05,csdi,normalized,nominal,continuous,44,26163,0.3295640011755123,0.03118047683437779,0.026831884902837024
0.05,csdi,normalized,nominal,discrete_like,32,19478,0.5960470186866133,0.2458354058651776,0.1961699170577369
0.05,csdi,normalized,nominal,near_constant,0,0,,,
0.05,csdi,normalized,nominal,differenced,8,4973,0.15561153366834476,0.0050420286889543255,0.004371890031416478
0.05,csdi,normalized,nominal,non_differenced,68,40668,0.4868991619301538,0.13718606378945575,0.11068306383488959
0.05,csdi,normalized,update,all_channels,76,23537,1.087889161445857,0.2429768439825254,0.19621022591699766
0.05,csdi,normalized,update,continuous,44,10225,0.9036454089254873,0.06191508586479756,0.05386272901381913
0.05,csdi,normalized,update,discrete_like,32,13312,1.210512919414366,0.38205109854636005,0.305547902887776
0.05,csdi,normalized,update,near_constant,0,0,,,
0.05,csdi,normalized,update,differenced,8,1005,0.00011608865141335219,8.648370116930547e-05,7.70052540679936e-05
0.05,csdi,normalized,update,non_differenced,68,22532,1.1118861798545883,0.2538105388202124,0.20495840125723574
