record 1/799 index=200 train=24 eval=24 loss=-1.1292
record 2/799 index=2861 train=157 eval=157 loss=0.7999
record 3/799 index=610 train=169 eval=168 loss=0.5934
record 4/799 index=1918 train=229 eval=228 loss=0.1444
record 5/799 index=3561 train=172 eval=172 loss=0.6539
record 6/799 index=3391 train=204 eval=203 loss=0.6490
record 7/799 index=893 train=227 eval=227 loss=0.6629
record 8/799 index=2115 train=151 eval=150 loss=0.6864
record 9/799 index=1044 train=217 eval=217 loss=0.3590
record 10/799 index=1792 train=250 eval=249 loss=0.6799
record 11/799 index=102 train=203 eval=202 loss=1.3406
record 12/799 index=2336 train=174 eval=174 loss=0.8124
record 13/799 index=3704 train=168 eval=168 loss=0.7809
record 14/799 index=941 train=124 eval=123 loss=0.3194
record 15/799 index=2325 train=104 eval=103 loss=0.6394
record 16/799 index=3906 train=201 eval=201 loss=0.4810
record 17/799 index=420 train=168 eval=167 loss=0.6968
record 18/799 index=1164 train=183 eval=183 loss=0.6768
record 19/799 index=2097 train=159 eval=158 loss=0.2042
record 20/799 index=2745 train=156 eval=156 loss=0.5445
record 21/799 index=779 train=158 eval=158 loss=0.6644
record 22/799 index=3214 train=169 eval=168 loss=0.5005
record 23/799 index=3167 train=198 eval=197 loss=0.9588
record 24/799 index=557 train=173 eval=172 loss=0.1938
record 25/799 index=1552 train=176 eval=176 loss=0.6004
record 26/799 index=351 train=179 eval=178 loss=0.7199
record 27/799 index=230 train=191 eval=191 loss=0.5398
record 28/799 index=2510 train=157 eval=157 loss=1.2667
record 29/799 index=3365 train=146 eval=145 loss=0.4336
record 30/799 index=3105 train=133 eval=132 loss=0.7352
record 31/799 index=1507 train=153 eval=153 loss=0.0542
record 32/799 index=700 train=134 eval=134 loss=0.6914
record 33/799 index=349 train=194 eval=193 loss=0.5051
record 34/799 index=3778 train=145 eval=144 loss=0.6434
record 35/799 index=280 train=142 eval=141 loss=0.5324
record 36/799 index=1805 train=151 eval=150 loss=0.5642
record 37/799 index=630 train=132 eval=131 loss=0.5869
record 38/799 index=1751 train=182 eval=181 loss=0.6461
record 39/799 index=1249 train=176 eval=176 loss=0.4172
record 40/799 index=1236 train=154 eval=154 loss=0.6967
record 41/799 index=1163 train=189 eval=188 loss=0.7758
record 42/799 index=1846 train=146 eval=145 loss=0.6798
record 43/799 index=2929 train=158 eval=158 loss=0.7830
record 44/799 index=1766 train=227 eval=227 loss=1.3856
record 45/799 index=2248 train=134 eval=134 loss=0.5785
record 46/799 index=2430 train=141 eval=141 loss=0.7327
record 47/799 index=2395 train=179 eval=178 loss=0.3277
record 48/799 index=3433 train=174 eval=173 loss=1.0822
record 49/799 index=2774 train=205 eval=204 loss=0.1512
record 50/799 index=1435 train=161 eval=161 loss=0.4052
record 51/799 index=1938 train=176 eval=176 loss=0.5951
record 52/799 index=368 train=151 eval=150 loss=1.0070
record 53/799 index=709 train=159 eval=159 loss=0.4591
record 54/799 index=2950 train=233 eval=232 loss=0.8728
record 55/799 index=435 train=151 eval=150 loss=0.8815
record 56/799 index=1123 train=164 eval=163 loss=1.0256
record 57/799 index=2429 train=128 eval=127 loss=0.4511
record 58/799 index=1729 train=143 eval=143 loss=0.6713
record 59/799 index=705 train=154 eval=153 loss=0.6099
record 60/799 index=3601 train=188 eval=187 loss=0.9069
record 61/799 index=2743 train=148 eval=148 loss=0.8701
record 62/799 index=1145 train=170 eval=169 loss=1.5976
record 63/799 index=587 train=143 eval=143 loss=1.2100
record 64/799 index=1074 train=178 eval=178 loss=0.5085
record 65/799 index=2977 train=184 eval=183 loss=1.4956
record 66/799 index=3172 train=171 eval=171 loss=0.4782
record 67/799 index=749 train=169 eval=169 loss=0.6693
record 68/799 index=3420 train=151 eval=150 loss=0.7312
record 69/799 index=292 train=189 eval=189 loss=0.4510
record 70/799 index=2369 train=174 eval=173 loss=0.5903
record 71/799 index=1489 train=146 eval=145 loss=1.1627
record 72/799 index=1720 train=180 eval=179 loss=0.7141
record 73/799 index=1215 train=171 eval=171 loss=0.7687
record 74/799 index=2888 train=129 eval=129 loss=0.4455
record 75/799 index=1708 train=181 eval=181 loss=0.9821
record 76/799 index=3681 train=214 eval=213 loss=0.9281
record 77/799 index=1956 train=136 eval=136 loss=0.7126
record 78/799 index=2706 train=26 eval=26 loss=0.3425
record 79/799 index=2720 train=218 eval=217 loss=0.1769
record 80/799 index=364 train=157 eval=157 loss=0.8252
record 81/799 index=1732 train=150 eval=149 loss=1.0497
record 82/799 index=299 train=144 eval=143 loss=0.6178
record 83/799 index=398 train=180 eval=180 loss=0.7332
record 84/799 index=891 train=133 eval=132 loss=0.5392
record 85/799 index=701 train=194 eval=194 loss=0.8218
record 86/799 index=1856 train=197 eval=196 loss=0.6361
record 87/799 index=1338 train=158 eval=157 loss=0.7457
record 88/799 index=210 train=239 eval=238 loss=0.9514
record 89/799 index=555 train=128 eval=127 loss=0.3273
record 90/799 index=2933 train=100 eval=100 loss=0.6515
record 91/799 index=331 train=85 eval=85 loss=1.4672
record 92/799 index=1125 train=113 eval=112 loss=0.5575
record 93/799 index=3797 train=137 eval=136 loss=0.8022
record 94/799 index=3653 train=188 eval=188 loss=0.9549
record 95/799 index=2037 train=239 eval=238 loss=0.3798
record 96/799 index=2009 train=205 eval=204 loss=0.7010
record 97/799 index=2271 train=17 eval=16 loss=-1.5211
record 98/799 index=416 train=201 eval=200 loss=0.8170
record 99/799 index=3607 train=170 eval=169 loss=0.4606
record 100/799 index=1519 train=183 eval=182 loss=0.1906
record 101/799 index=1596 train=145 eval=144 loss=0.7286
record 102/799 index=136 train=96 eval=96 loss=0.5991
record 103/799 index=161 train=161 eval=161 loss=0.5368
record 104/799 index=1468 train=144 eval=144 loss=0.4677
record 105/799 index=3549 train=156 eval=156 loss=0.7819
record 106/799 index=389 train=97 eval=97 loss=0.2643
record 107/799 index=3195 train=168 eval=168 loss=0.6393
record 108/799 index=3706 train=215 eval=214 loss=0.5855
record 109/799 index=2930 train=165 eval=165 loss=0.7078
record 110/799 index=3043 train=101 eval=100 loss=0.9205
record 111/799 index=2555 train=199 eval=198 loss=0.4330
record 112/799 index=2579 train=161 eval=160 loss=0.7859
record 113/799 index=2448 train=135 eval=135 loss=0.9075
record 114/799 index=3504 train=150 eval=150 loss=0.7283
record 115/799 index=219 train=159 eval=159 loss=0.3432
record 116/799 index=3372 train=160 eval=159 loss=0.6586
record 117/799 index=123 train=177 eval=176 loss=0.7421
record 118/799 index=3531 train=168 eval=167 loss=0.6328
record 119/799 index=366 train=161 eval=160 loss=0.5285
record 120/799 index=2871 train=196 eval=196 loss=0.5144
record 121/799 index=2744 train=151 eval=150 loss=0.6003
record 122/799 index=3489 train=97 eval=97 loss=0.4578
record 123/799 index=2607 train=137 eval=136 loss=0.4709
record 124/799 index=1452 train=173 eval=172 loss=0.4918
record 125/799 index=1562 train=132 eval=132 loss=0.7531
record 126/799 index=1962 train=126 eval=126 loss=0.7623
record 127/799 index=921 train=140 eval=139 loss=0.8235
record 128/799 index=490 train=125 eval=125 loss=0.2377
record 129/799 index=1105 train=149 eval=149 loss=0.5045
record 130/799 index=784 train=151 eval=151 loss=0.2714
record 131/799 index=2970 train=166 eval=165 loss=0.5500
record 132/799 index=1957 train=170 eval=169 loss=0.6822
record 133/799 index=685 train=138 eval=137 loss=0.7332
record 134/799 index=3231 train=169 eval=169 loss=0.6364
record 135/799 index=2816 train=144 eval=144 loss=0.5156
record 136/799 index=3229 train=176 eval=176 loss=1.3240
record 137/799 index=1907 train=155 eval=155 loss=1.2352
record 138/799 index=2361 train=179 eval=178 loss=0.3953
record 139/799 index=2570 train=137 eval=136 loss=1.0808
record 140/799 index=2656 train=169 eval=168 loss=0.8239
record 141/799 index=3899 train=121 eval=120 loss=0.6741
record 142/799 index=481 train=208 eval=208 loss=1.2278
record 143/799 index=3880 train=125 eval=124 loss=0.8182
record 144/799 index=17 train=166 eval=166 loss=0.4333
record 145/799 index=968 train=171 eval=170 loss=0.7585
record 146/799 index=1668 train=156 eval=156 loss=0.7558
record 147/799 index=2630 train=183 eval=183 loss=0.3650
record 148/799 index=2470 train=158 eval=157 loss=0.4593
record 149/799 index=2236 train=165 eval=165 loss=0.6320
record 150/799 index=393 train=152 eval=151 loss=0.7422
record 151/799 index=1098 train=195 eval=195 loss=0.1128
record 152/799 index=3595 train=165 eval=164 loss=0.2194
record 153/799 index=3634 train=185 eval=184 loss=0.6205
record 154/799 index=1281 train=193 eval=192 loss=0.5187
record 155/799 index=517 train=133 eval=132 loss=0.7307
record 156/799 index=487 train=86 eval=85 loss=0.7393
record 157/799 index=796 train=201 eval=200 loss=0.5774
record 158/799 index=187 train=194 eval=193 loss=0.7575
record 159/799 index=988 train=169 eval=169 loss=0.8506
record 160/799 index=1947 train=139 eval=139 loss=0.2398
record 161/799 index=3457 train=156 eval=155 loss=0.3918
record 162/799 index=3369 train=154 eval=154 loss=0.4757
record 163/799 index=3348 train=149 eval=149 loss=0.9291
record 164/799 index=1271 train=132 eval=132 loss=0.3282
record 165/799 index=957 train=165 eval=165 loss=0.5869
record 166/799 index=2611 train=116 eval=115 loss=0.4994
record 167/799 index=1239 train=170 eval=169 loss=0.5086
record 168/799 index=823 train=157 eval=157 loss=0.8123
record 169/799 index=1208 train=163 eval=163 loss=0.9893
record 170/799 index=3532 train=175 eval=175 loss=0.6527
record 171/799 index=3768 train=159 eval=159 loss=0.9721
record 172/799 index=2876 train=143 eval=143 loss=0.8573
record 173/799 index=845 train=145 eval=145 loss=0.1775
record 174/799 index=98 train=200 eval=199 loss=0.5377
record 175/799 index=3666 train=191 eval=190 loss=0.7506
record 176/799 index=2943 train=144 eval=143 loss=0.8873
record 177/799 index=1463 train=156 eval=155 loss=0.9341
record 178/799 index=589 train=167 eval=167 loss=0.8518
record 179/799 index=1825 train=154 eval=153 loss=0.7302
record 180/799 index=1189 train=195 eval=195 loss=1.1711
record 181/799 index=94 train=146 eval=145 loss=0.7150
record 182/799 index=2627 train=103 eval=103 loss=0.7362
record 183/799 index=1410 train=156 eval=155 loss=0.6955
record 184/799 index=3057 train=159 eval=159 loss=0.8707
record 185/799 index=3061 train=133 eval=132 loss=0.2562
record 186/799 index=3693 train=146 eval=146 loss=0.5309
record 187/799 index=518 train=155 eval=155 loss=0.8190
record 188/799 index=1698 train=134 eval=133 loss=0.7057
record 189/799 index=724 train=138 eval=138 loss=0.9614
record 190/799 index=1669 train=136 eval=136 loss=0.7856
record 191/799 index=1196 train=186 eval=186 loss=0.6066
record 192/799 index=3728 train=174 eval=174 loss=0.1235
record 193/799 index=3845 train=188 eval=187 loss=0.7586
record 194/799 index=3988 train=126 eval=125 loss=0.9180
record 195/799 index=6 train=153 eval=152 loss=0.7486
record 196/799 index=1128 train=167 eval=166 loss=0.5037
record 197/799 index=3275 train=149 eval=148 loss=0.4670
record 198/799 index=3378 train=202 eval=202 loss=1.0009
record 199/799 index=2875 train=12 eval=11 loss=-1.3721
record 200/799 index=79 train=158 eval=157 loss=0.6215
record 201/799 index=710 train=184 eval=184 loss=0.5980
record 202/799 index=1565 train=191 eval=191 loss=0.3343
record 203/799 index=495 train=189 eval=188 loss=0.8653
record 204/799 index=203 train=166 eval=165 loss=1.1118
record 205/799 index=2688 train=159 eval=159 loss=0.6405
record 206/799 index=19 train=162 eval=161 loss=0.6055
record 207/799 index=3799 train=197 eval=196 loss=0.6799
record 208/799 index=560 train=149 eval=149 loss=0.5464
record 209/799 index=2297 train=163 eval=163 loss=0.7989
record 210/799 index=1094 train=177 eval=176 loss=0.2382
record 211/799 index=90 train=132 eval=131 loss=0.6572
record 212/799 index=1227 train=230 eval=229 loss=0.1174
record 213/799 index=1650 train=154 eval=153 loss=0.5114
record 214/799 index=3781 train=160 eval=159 loss=0.7000
record 215/799 index=2855 train=165 eval=165 loss=0.5663
record 216/799 index=1502 train=168 eval=167 loss=0.7491
record 217/799 index=3751 train=15 eval=14 loss=-1.2293
record 218/799 index=2117 train=179 eval=179 loss=0.5127
record 219/799 index=453 train=174 eval=174 loss=0.8881
record 220/799 index=2169 train=157 eval=156 loss=0.9222
record 221/799 index=1772 train=162 eval=161 loss=0.9341
record 222/799 index=1426 train=189 eval=189 loss=0.5310
record 223/799 index=2458 train=154 eval=154 loss=0.7588
record 224/799 index=2472 train=184 eval=184 loss=0.7360
record 225/799 index=2837 train=153 eval=152 loss=0.9371
record 226/799 index=986 train=169 eval=168 loss=0.6139
record 227/799 index=2765 train=161 eval=160 loss=0.3976
record 228/799 index=1089 train=192 eval=192 loss=0.5705
record 229/799 index=2204 train=165 eval=165 loss=0.5807
record 230/799 index=2756 train=130 eval=129 loss=0.6534
record 231/799 index=829 train=207 eval=207 loss=1.0124
record 232/799 index=1773 train=157 eval=157 loss=0.5731
record 233/799 index=996 train=120 eval=120 loss=0.2361
record 234/799 index=644 train=162 eval=161 loss=0.3933
record 235/799 index=2812 train=193 eval=193 loss=0.8461
record 236/799 index=3625 train=130 eval=130 loss=0.7117
record 237/799 index=965 train=193 eval=193 loss=0.5501
record 238/799 index=3076 train=163 eval=162 loss=0.4756
record 239/799 index=1026 train=100 eval=100 loss=0.9077
record 240/799 index=37 train=141 eval=140 loss=0.7383
record 241/799 index=2300 train=124 eval=124 loss=0.4377
