seed	model	data	kernel	beta	z_size	num_epochs	batch_size	learning_rate	window_size	kernel_scales	sigma	length_scale	encoder_depth	encoder_width	decoder_depth	decoder_width	cnn_kernel_size	cnn_sizes	NLL	MSE	last_train_loss	last_val_loss	AUPRC	AUROC	testing	data_dir
1	gp-vae	physionet	cauchy	0.2	35	40	64	0.001	24	1	1.005	7.0	2	128	2	256	3	[256]	1.2260807	0.5394236	21509.432	21542.332	0.21370410491337488	0.6760725229826354	False	F:\2026小学期\CSDI\baseline_results\gpvae\physio_missing0.1_seed1_fold2\physionet_gpvae.npz
