seed	model	data	kernel	beta	z_size	num_epochs	batch_size	learning_rate	window_size	kernel_scales	sigma	length_scale	encoder_depth	encoder_width	decoder_depth	decoder_width	cnn_kernel_size	cnn_sizes	NLL	MSE	last_train_loss	last_val_loss	AUPRC	AUROC	testing	data_dir
1	gp-vae	physionet	cauchy	0.2	35	40	64	0.001	24	1	1.005	7.0	2	128	2	256	3	[256]	1.2085028	0.5246779	21524.379	21527.025	0.3653801710957779	0.7380088473582187	False	F:\2026小学期\CSDI\baseline_results\gpvae\physio_missing0.1_seed1_fold0\physionet_gpvae.npz
