window_index,window_start,method,method_label,mask_family,mask_label,normalized_rmse,normalized_mae,evaluation_points
9,5995695,shuffled,打乱原值图,channel_dropout_50,通道丢失 50%,0.9401540471198558,0.5924352822421424,3648
9,5995695,global_mean,零值基线,channel_dropout_50,通道丢失 50%,0.937461441597169,0.7730654223769147,3648
9,5995695,raw_pearson,原值 Pearson Top-8,rectangle_50,矩形缺失 50%,0.9825967163840247,0.7057991092620608,3672
9,5995695,diff_pearson,一阶差分 Pearson Top-8,rectangle_50,矩形缺失 50%,0.875160227543895,0.6544025988964487,3672
9,5995695,spearman,Spearman Top-8,rectangle_50,矩形缺失 50%,0.916025299650213,0.672803419068686,3672
9,5995695,random,随机 Top-8,rectangle_50,矩形缺失 50%,0.8899709250975028,0.6636802259069781,3672
9,5995695,shuffled,打乱原值图,rectangle_50,矩形缺失 50%,1.0608982045537891,0.7410338954615351,3672
9,5995695,global_mean,零值基线,rectangle_50,矩形缺失 50%,0.993466730472175,0.8084409425468324,3672
9,5995695,raw_pearson,原值 Pearson Top-8,time_block_50,时间块缺失 50%,0.9981119066860292,0.8125668388349406,3648
9,5995695,diff_pearson,一阶差分 Pearson Top-8,time_block_50,时间块缺失 50%,1.0032121516761114,0.8159599390681554,3648
9,5995695,spearman,Spearman Top-8,time_block_50,时间块缺失 50%,0.9928944811740699,0.807562908209555,3648
9,5995695,random,随机 Top-8,time_block_50,时间块缺失 50%,1.0173206436864264,0.8306467987395725,3648
9,5995695,shuffled,打乱原值图,time_block_50,时间块缺失 50%,1.0193987890007632,0.826931575858463,3648
9,5995695,global_mean,零值基线,time_block_50,时间块缺失 50%,0.9947114405165319,0.8092917368787726,3648
10,6007292,raw_pearson,原值 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.7920561473678095,0.6227516228284977,3648
10,6007292,diff_pearson,一阶差分 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.9141501645916028,0.6947905551736231,3648
10,6007292,spearman,Spearman Top-8,channel_dropout_50,通道丢失 50%,0.8166585093844507,0.6421298183754042,3648
10,6007292,random,随机 Top-8,channel_dropout_50,通道丢失 50%,0.9401400273087491,0.79049451951899,3648
10,6007292,shuffled,打乱原值图,channel_dropout_50,通道丢失 50%,0.8877445992162973,0.7103059814816002,3648
10,6007292,global_mean,零值基线,channel_dropout_50,通道丢失 50%,1.0374808673861082,0.9106944724284276,3648
10,6007292,raw_pearson,原值 Pearson Top-8,rectangle_50,矩形缺失 50%,1.0770639636898889,0.6744298002654768,3672
10,6007292,diff_pearson,一阶差分 Pearson Top-8,rectangle_50,矩形缺失 50%,0.8109523472781617,0.565161784593893,3672
10,6007292,spearman,Spearman Top-8,rectangle_50,矩形缺失 50%,0.8617788605836555,0.6001018087183244,3672
10,6007292,random,随机 Top-8,rectangle_50,矩形缺失 50%,0.879490791485976,0.6628080062327922,3672
10,6007292,shuffled,打乱原值图,rectangle_50,矩形缺失 50%,0.8960520882941314,0.6592600491902769,3672
10,6007292,global_mean,零值基线,rectangle_50,矩形缺失 50%,0.980219869227835,0.7829053702493093,3672
10,6007292,raw_pearson,原值 Pearson Top-8,time_block_50,时间块缺失 50%,0.9896954067445289,0.8166039894125652,3648
10,6007292,diff_pearson,一阶差分 Pearson Top-8,time_block_50,时间块缺失 50%,0.9952105275556785,0.8199820780511675,3648
10,6007292,spearman,Spearman Top-8,time_block_50,时间块缺失 50%,0.9850578297874842,0.8120948002678828,3648
10,6007292,random,随机 Top-8,time_block_50,时间块缺失 50%,1.0099232542150838,0.8346743173806193,3648
10,6007292,shuffled,打乱原值图,time_block_50,时间块缺失 50%,1.0119881091905765,0.8315826614979663,3648
10,6007292,global_mean,零值基线,time_block_50,时间块缺失 50%,0.9859612552544059,0.8133267760468107,3648
11,6018888,raw_pearson,原值 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.5626267961763423,0.366903944918441,3648
11,6018888,diff_pearson,一阶差分 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.7599918554434817,0.5455841896654372,3648
11,6018888,spearman,Spearman Top-8,channel_dropout_50,通道丢失 50%,0.5920770170552705,0.39722434292997166,3648
11,6018888,random,随机 Top-8,channel_dropout_50,通道丢失 50%,1.0867587933098315,0.7345949216155178,3648
11,6018888,shuffled,打乱原值图,channel_dropout_50,通道丢失 50%,0.7351749528486001,0.5279369294444343,3648
11,6018888,global_mean,零值基线,channel_dropout_50,通道丢失 50%,0.988677584114156,0.8005359586974615,3648
11,6018888,raw_pearson,原值 Pearson Top-8,rectangle_50,矩形缺失 50%,0.7769908595902557,0.5836506772321368,3672
11,6018888,diff_pearson,一阶差分 Pearson Top-8,rectangle_50,矩形缺失 50%,0.9468749862170459,0.6652341372237264,3672
11,6018888,spearman,Spearman Top-8,rectangle_50,矩形缺失 50%,0.7762359380018539,0.5852264635528299,3672
11,6018888,random,随机 Top-8,rectangle_50,矩形缺失 50%,1.0497265825390447,0.763183646356537,3672
11,6018888,shuffled,打乱原值图,rectangle_50,矩形缺失 50%,0.8522384149413013,0.6336807334704502,3672
11,6018888,global_mean,零值基线,rectangle_50,矩形缺失 50%,0.9531869544195827,0.7803293927079876,3672
11,6018888,raw_pearson,原值 Pearson Top-8,time_block_50,时间块缺失 50%,0.9974588197110119,0.8128117744671597,3648
11,6018888,diff_pearson,一阶差分 Pearson Top-8,time_block_50,时间块缺失 50%,1.0044620180433363,0.8171178841115685,3648
11,6018888,spearman,Spearman Top-8,time_block_50,时间块缺失 50%,0.9933784119589844,0.8088227995967356,3648
11,6018888,random,随机 Top-8,time_block_50,时间块缺失 50%,1.0182090129289305,0.8311548605840815,3648
11,6018888,shuffled,打乱原值图,time_block_50,时间块缺失 50%,1.020429985349075,0.8272595943745809,3648
11,6018888,global_mean,零值基线,time_block_50,时间块缺失 50%,0.9948403495053151,0.8102945176465175,3648
12,6030484,raw_pearson,原值 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.8323923978465528,0.5627785597316985,3648
12,6030484,diff_pearson,一阶差分 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.7356358183180948,0.48702447296184953,3648
12,6030484,spearman,Spearman Top-8,channel_dropout_50,通道丢失 50%,1.0320117352623244,0.597687731828001,3648
12,6030484,random,随机 Top-8,channel_dropout_50,通道丢失 50%,0.9076357105090311,0.6074234310087422,3648
12,6030484,shuffled,打乱原值图,channel_dropout_50,通道丢失 50%,0.8907788746394405,0.5603663128945349,3648
12,6030484,global_mean,零值基线,channel_dropout_50,通道丢失 50%,0.9727824517087019,0.79772164711364,3648
12,6030484,raw_pearson,原值 Pearson Top-8,rectangle_50,矩形缺失 50%,0.8859263602602913,0.6448544891154464,3672
12,6030484,diff_pearson,一阶差分 Pearson Top-8,rectangle_50,矩形缺失 50%,0.8935890127528717,0.6652976377266203,3672
12,6030484,spearman,Spearman Top-8,rectangle_50,矩形缺失 50%,0.867070044119725,0.6456591891852806,3672
12,6030484,random,随机 Top-8,rectangle_50,矩形缺失 50%,0.9317552380451022,0.718672853268087,3672
12,6030484,shuffled,打乱原值图,rectangle_50,矩形缺失 50%,0.8498440365307419,0.6224480319967931,3672
12,6030484,global_mean,零值基线,rectangle_50,矩形缺失 50%,1.0102191483603031,0.8187908733584713,3672
12,6030484,raw_pearson,原值 Pearson Top-8,time_block_50,时间块缺失 50%,1.042277195772402,0.8572743637897203,3648
12,6030484,diff_pearson,一阶差分 Pearson Top-8,time_block_50,时间块缺失 50%,1.0476320736466467,0.8607187179790511,3648
12,6030484,spearman,Spearman Top-8,time_block_50,时间块缺失 50%,1.0367864778281666,0.852046998344036,3648
12,6030484,random,随机 Top-8,time_block_50,时间块缺失 50%,1.0622191842232387,0.8755761132649912,3648
12,6030484,shuffled,打乱原值图,time_block_50,时间块缺失 50%,1.0651527416082962,0.8718820339801547,3648
12,6030484,global_mean,零值基线,time_block_50,时间块缺失 50%,1.0385548976812864,0.8539303093655753,3648
13,6042081,raw_pearson,原值 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.7323124590525723,0.517312754797942,3648
13,6042081,diff_pearson,一阶差分 Pearson Top-8,channel_dropout_50,通道丢失 50%,0.8671751528829279,0.576470018342281,3648
