record 1/799 index=200 train=24 eval=24 loss=1.0546
record 2/799 index=2861 train=157 eval=157 loss=1.7123
record 3/799 index=610 train=169 eval=168 loss=1.3606
record 4/799 index=1918 train=229 eval=228 loss=0.6241
record 5/799 index=3561 train=172 eval=172 loss=2.3180
record 6/799 index=3391 train=204 eval=203 loss=1.2598
record 7/799 index=893 train=227 eval=227 loss=1.2357
record 8/799 index=2115 train=151 eval=150 loss=1.2979
record 9/799 index=1044 train=217 eval=217 loss=0.9494
record 10/799 index=1792 train=250 eval=249 loss=1.3655
record 11/799 index=102 train=203 eval=202 loss=14.6369
record 12/799 index=2336 train=174 eval=174 loss=1.8468
record 13/799 index=3704 train=168 eval=168 loss=1.5836
record 14/799 index=941 train=124 eval=123 loss=0.6779
record 15/799 index=2325 train=104 eval=103 loss=1.4282
record 16/799 index=3906 train=201 eval=201 loss=1.0954
record 17/799 index=420 train=168 eval=167 loss=1.4035
record 18/799 index=1164 train=183 eval=183 loss=1.4000
record 19/799 index=2097 train=159 eval=158 loss=1.2090
record 20/799 index=2745 train=156 eval=156 loss=1.0018
record 21/799 index=779 train=158 eval=158 loss=1.4301
record 22/799 index=3214 train=169 eval=168 loss=1.0123
record 23/799 index=3167 train=198 eval=197 loss=4.0341
record 24/799 index=557 train=173 eval=172 loss=0.7437
record 25/799 index=1552 train=176 eval=176 loss=1.2640
record 26/799 index=351 train=179 eval=178 loss=1.4827
record 27/799 index=230 train=191 eval=191 loss=1.0495
record 28/799 index=2510 train=157 eval=157 loss=4.1143
record 29/799 index=3365 train=146 eval=145 loss=0.8666
record 30/799 index=3105 train=133 eval=132 loss=1.4388
record 31/799 index=1507 train=153 eval=153 loss=0.5152
record 32/799 index=700 train=134 eval=134 loss=1.3191
record 33/799 index=349 train=194 eval=193 loss=0.9461
record 34/799 index=3778 train=145 eval=144 loss=1.3102
record 35/799 index=280 train=142 eval=141 loss=1.0387
record 36/799 index=1805 train=151 eval=150 loss=1.0477
record 37/799 index=630 train=132 eval=131 loss=1.2719
record 38/799 index=1751 train=182 eval=181 loss=1.4208
record 39/799 index=1249 train=176 eval=176 loss=0.8505
record 40/799 index=1236 train=154 eval=154 loss=1.3986
record 41/799 index=1163 train=189 eval=188 loss=1.7851
record 42/799 index=1846 train=146 eval=145 loss=1.2038
record 43/799 index=2929 train=158 eval=158 loss=2.2895
record 44/799 index=1766 train=227 eval=227 loss=5.5485
record 45/799 index=2248 train=134 eval=134 loss=1.1254
record 46/799 index=2430 train=141 eval=141 loss=1.5258
record 47/799 index=2395 train=179 eval=178 loss=1.0361
record 48/799 index=3433 train=174 eval=173 loss=3.0694
record 49/799 index=2774 train=205 eval=204 loss=0.7370
