channel_id,channel,horizon_steps,window_minutes,missing_ratio,method,spectral_cosine,dominant_peak_preserved,high_frequency_inflation
12,channel_12,96,48.0,0.1,zero,0.8625598323481632,False,-0.03488403510721587
12,channel_12,96,48.0,0.1,zero,0.7150574727565029,False,-0.06595330505407161
12,channel_12,96,48.0,0.1,zero,0.7993533255433349,False,-0.05532623087793841
12,channel_12,96,48.0,0.1,zero,0.845044532727379,False,-0.055516811084590174
12,channel_12,96,48.0,0.1,zero,0.8274454782466742,True,-0.0523534221251974
12,channel_12,96,48.0,0.1,zero,0.861008450066458,False,-0.026342373139123527
12,channel_12,96,48.0,0.1,zero,0.9113957262705736,True,-0.04357684191888926
12,channel_12,96,48.0,0.1,zero,0.8091129071370594,False,-0.03563082546902361
12,channel_12,96,48.0,0.1,zero,0.8807197234071491,True,-0.02552214892354264
12,channel_12,96,48.0,0.1,zero,0.9175745010248834,False,-0.04854062728832505
12,channel_12,96,48.0,0.1,zero,0.789216431261294,False,-0.052752018722263525
12,channel_12,96,48.0,0.1,zero,0.9070297320784769,False,-0.02791729613250775
12,channel_12,96,48.0,0.1,zero,0.5721373777474467,False,0.012254945736372721
12,channel_12,96,48.0,0.1,zero,0.9904133246417931,False,-0.0027194979240188627
12,channel_12,96,48.0,0.1,zero,0.9738440677890516,False,-0.0022890561839788645
12,channel_12,96,48.0,0.1,zero,0.9660458128714308,False,-0.009125050017255623
12,channel_12,96,48.0,0.1,zero,0.926248170716564,True,-0.021819524419237197
12,channel_12,96,48.0,0.1,zero,0.8856575610189301,True,-0.04725992725712893
12,channel_12,96,48.0,0.1,zero,0.8797410007080696,False,-0.04819161941954759
12,channel_12,96,48.0,0.1,zero,0.8198898745854981,False,-0.04088130538739275
12,channel_12,96,48.0,0.1,zero,0.8299374322387933,False,-0.04458445970214836
12,channel_12,96,48.0,0.1,zero,0.8852750692272661,False,-0.04455424321644913
12,channel_12,96,48.0,0.1,zero,0.8593767016839672,False,-0.04500337577222209
12,channel_12,96,48.0,0.1,zero,0.8887484541195558,False,-0.0459710663415179
12,channel_12,96,48.0,0.1,zero,0.9362599376676128,False,-0.028026844501686937
12,channel_12,96,48.0,0.1,zero,0.7197921889834928,False,-0.05796571865556854
12,channel_12,96,48.0,0.1,zero,0.9438657178679412,False,-0.0025252469667667587
12,channel_12,96,48.0,0.1,zero,0.940148119413416,False,-0.010047893622597975
12,channel_12,96,48.0,0.1,zero,0.7529033690204585,False,-0.05310622573083624
12,channel_12,96,48.0,0.1,zero,0.8914243846420251,False,-0.0457609290997688
12,channel_12,96,48.0,0.1,linear,0.9864219752533512,True,-0.004344263057785812
12,channel_12,96,48.0,0.1,linear,0.9701752118837844,True,-0.002060868824846976
12,channel_12,96,48.0,0.1,linear,0.9067250459356838,False,-0.011062545426051097
12,channel_12,96,48.0,0.1,linear,0.9999999999999996,True,0.0
