record 1/799 index=200 train=5 eval=43 loss=-1.1085
record 45/799 index=2248 train=27 eval=241 loss=0.5057
record 46/799 index=2430 train=29 eval=253 loss=0.6232
record 47/799 index=2395 train=36 eval=321 loss=0.6214
record 48/799 index=3433 train=35 eval=312 loss=-0.2672
record 49/799 index=2774 train=41 eval=368 loss=-0.2256
record 50/799 index=1435 train=33 eval=289 loss=0.2612
record 51/799 index=1938 train=36 eval=316 loss=0.6622
record 52/799 index=368 train=31 eval=270 loss=0.8171
record 53/799 index=709 train=32 eval=286 loss=0.4465
record 54/799 index=2950 train=47 eval=418 loss=0.8654
record 55/799 index=435 train=31 eval=270 loss=0.6829
record 56/799 index=1123 train=33 eval=294 loss=0.9304
record 57/799 index=2429 train=26 eval=229 loss=0.1350
record 58/799 index=1729 train=29 eval=257 loss=0.1971
record 59/799 index=705 train=31 eval=276 loss=0.5669
record 60/799 index=3601 train=38 eval=337 loss=0.9690
record 61/799 index=2743 train=30 eval=266 loss=0.5877
record 62/799 index=1145 train=34 eval=305 loss=1.3677
record 63/799 index=587 train=29 eval=257 loss=0.7947
record 64/799 index=1074 train=36 eval=320 loss=-0.2542
record 65/799 index=2977 train=37 eval=330 loss=0.1883
record 66/799 index=3172 train=35 eval=307 loss=0.0646
record 67/799 index=749 train=34 eval=304 loss=0.7926
record 68/799 index=3420 train=31 eval=270 loss=0.8663
record 69/799 index=292 train=38 eval=340 loss=0.1779
record 70/799 index=2369 train=35 eval=312 loss=-0.0588
record 71/799 index=1489 train=30 eval=261 loss=0.9959
record 72/799 index=1720 train=36 eval=323 loss=-0.0182
record 73/799 index=1215 train=35 eval=307 loss=0.4269
record 74/799 index=2888 train=26 eval=232 loss=-0.6503
record 75/799 index=1708 train=37 eval=325 loss=0.3629
record 76/799 index=3681 train=43 eval=384 loss=-0.2047
record 77/799 index=1956 train=28 eval=244 loss=1.0205
record 78/799 index=2706 train=6 eval=46 loss=-0.2547
record 79/799 index=2720 train=44 eval=391 loss=0.1458
record 80/799 index=364 train=32 eval=282 loss=0.7292
record 81/799 index=1732 train=30 eval=269 loss=1.3212
record 82/799 index=299 train=29 eval=258 loss=0.1603
record 83/799 index=398 train=36 eval=324 loss=0.1937
record 84/799 index=891 train=27 eval=238 loss=-0.3039
record 85/799 index=701 train=39 eval=349 loss=0.7408
record 86/799 index=1856 train=40 eval=353 loss=0.0129
record 87/799 index=1338 train=32 eval=283 loss=0.8202
record 88/799 index=210 train=48 eval=429 loss=0.5611
record 89/799 index=555 train=26 eval=229 loss=0.2601
record 90/799 index=2933 train=20 eval=180 loss=-0.5647
record 91/799 index=331 train=17 eval=153 loss=-1.0611
record 92/799 index=1125 train=23 eval=202 loss=0.4948
record 93/799 index=3797 train=28 eval=245 loss=1.1540
record 94/799 index=3653 train=38 eval=338 loss=0.7939
record 95/799 index=2037 train=48 eval=429 loss=0.5839
record 96/799 index=2009 train=41 eval=368 loss=0.1051
record 97/799 index=2271 train=4 eval=29 loss=-1.2033
record 98/799 index=416 train=41 eval=360 loss=0.8470
record 99/799 index=3607 train=34 eval=305 loss=0.2233
record 100/799 index=1519 train=37 eval=328 loss=0.2912
record 101/799 index=1596 train=29 eval=260 loss=0.6669
record 102/799 index=136 train=20 eval=172 loss=0.3292
record 103/799 index=161 train=33 eval=289 loss=0.6864
record 104/799 index=1468 train=29 eval=259 loss=-0.2905
record 105/799 index=3549 train=32 eval=280 loss=0.0531
record 106/799 index=389 train=20 eval=174 loss=0.1026
record 107/799 index=3195 train=34 eval=302 loss=0.2646
record 108/799 index=3706 train=43 eval=386 loss=0.2133
record 109/799 index=2930 train=33 eval=297 loss=0.9185
record 110/799 index=3043 train=21 eval=180 loss=0.9701
record 111/799 index=2555 train=40 eval=357 loss=-0.2366
record 112/799 index=2579 train=33 eval=288 loss=0.4991
record 113/799 index=2448 train=27 eval=243 loss=0.3838
record 114/799 index=3504 train=30 eval=270 loss=0.5890
record 115/799 index=219 train=32 eval=286 loss=0.5054
record 116/799 index=3372 train=32 eval=287 loss=0.5381
record 117/799 index=123 train=36 eval=317 loss=0.1669
record 118/799 index=3531 train=34 eval=301 loss=0.4756
record 119/799 index=366 train=33 eval=288 loss=0.2779
record 120/799 index=2871 train=40 eval=352 loss=0.4385
record 121/799 index=2744 train=31 eval=270 loss=0.2731
record 122/799 index=3489 train=20 eval=174 loss=0.2795
record 123/799 index=2607 train=28 eval=245 loss=0.3978
record 124/799 index=1452 train=35 eval=310 loss=0.1491
record 125/799 index=1562 train=27 eval=237 loss=0.7369
record 126/799 index=1962 train=26 eval=226 loss=0.4120
record 127/799 index=921 train=28 eval=251 loss=0.6312
record 128/799 index=490 train=25 eval=225 loss=0.4269
record 129/799 index=1105 train=30 eval=268 loss=-0.1320
record 130/799 index=784 train=31 eval=271 loss=0.6562
record 131/799 index=2970 train=34 eval=297 loss=0.1726
record 132/799 index=1957 train=34 eval=305 loss=0.2214
record 133/799 index=685 train=28 eval=247 loss=0.4921
record 134/799 index=3231 train=34 eval=304 loss=0.4523
record 135/799 index=2816 train=29 eval=259 loss=0.0025
record 136/799 index=3229 train=36 eval=316 loss=0.1779
record 137/799 index=1907 train=31 eval=279 loss=1.2634
record 138/799 index=2361 train=36 eval=321 loss=0.2462
record 139/799 index=2570 train=28 eval=245 loss=0.5625
record 140/799 index=2656 train=34 eval=303 loss=0.7770
record 141/799 index=3899 train=25 eval=216 loss=0.9810
record 142/799 index=481 train=42 eval=374 loss=0.8817
record 143/799 index=3880 train=25 eval=224 loss=0.2217
record 144/799 index=17 train=34 eval=298 loss=0.1543
record 145/799 index=968 train=35 eval=306 loss=0.5113
record 146/799 index=1668 train=32 eval=280 loss=0.7425
record 147/799 index=2630 train=37 eval=329 loss=-0.5389
record 148/799 index=2470 train=32 eval=283 loss=0.2243
record 149/799 index=2236 train=33 eval=297 loss=0.7373
record 150/799 index=393 train=31 eval=272 loss=0.6718
record 151/799 index=1098 train=39 eval=351 loss=-0.0278
record 152/799 index=3595 train=33 eval=296 loss=0.1901
record 153/799 index=3634 train=37 eval=332 loss=0.3443
record 154/799 index=1281 train=39 eval=346 loss=0.5154
record 155/799 index=517 train=27 eval=238 loss=0.6364
record 156/799 index=487 train=18 eval=153 loss=0.4354
record 157/799 index=796 train=41 eval=360 loss=0.4719
record 158/799 index=187 train=39 eval=348 loss=0.1839
record 159/799 index=988 train=34 eval=304 loss=0.4401
record 160/799 index=1947 train=28 eval=250 loss=-0.1775
record 161/799 index=3457 train=32 eval=279 loss=0.3930
record 162/799 index=3369 train=31 eval=277 loss=0.2349
record 163/799 index=3348 train=30 eval=268 loss=0.5905
record 164/799 index=1271 train=27 eval=237 loss=0.4034
record 165/799 index=957 train=33 eval=297 loss=0.6704
record 166/799 index=2611 train=24 eval=207 loss=0.1763
record 167/799 index=1239 train=34 eval=305 loss=0.0872
record 168/799 index=823 train=32 eval=282 loss=0.2656
record 169/799 index=1208 train=33 eval=293 loss=0.7744
record 170/799 index=3532 train=35 eval=315 loss=0.4048
record 171/799 index=3768 train=32 eval=286 loss=0.7116
record 172/799 index=2876 train=29 eval=257 loss=0.3408
record 173/799 index=845 train=29 eval=261 loss=-0.4522
record 174/799 index=98 train=40 eval=359 loss=0.2421
record 175/799 index=3666 train=39 eval=342 loss=0.5819
record 176/799 index=2943 train=29 eval=258 loss=0.7287
record 177/799 index=1463 train=32 eval=279 loss=-0.0037
record 178/799 index=589 train=34 eval=300 loss=0.5262
record 179/799 index=1825 train=31 eval=276 loss=-0.0899
record 180/799 index=1189 train=39 eval=351 loss=1.4695
record 181/799 index=94 train=30 eval=261 loss=-0.0051
record 182/799 index=2627 train=21 eval=185 loss=0.6947
record 183/799 index=1410 train=32 eval=279 loss=0.6743
record 184/799 index=3057 train=32 eval=286 loss=0.6974
record 185/799 index=3061 train=27 eval=238 loss=-0.1780
record 186/799 index=3693 train=30 eval=262 loss=0.3050
record 187/799 index=518 train=31 eval=279 loss=0.6343
record 188/799 index=1698 train=27 eval=240 loss=0.7274
record 189/799 index=724 train=28 eval=248 loss=0.8259
record 190/799 index=1669 train=28 eval=244 loss=0.5666
record 191/799 index=1196 train=38 eval=334 loss=0.5025
record 192/799 index=3728 train=35 eval=313 loss=-0.3027
record 193/799 index=3845 train=38 eval=337 loss=0.4407
record 194/799 index=3988 train=26 eval=225 loss=0.3138
record 195/799 index=6 train=31 eval=274 loss=0.4872
record 196/799 index=1128 train=34 eval=299 loss=0.2253
record 197/799 index=3275 train=30 eval=267 loss=0.3142
record 198/799 index=3378 train=41 eval=363 loss=-0.1413
record 199/799 index=2875 train=3 eval=20 loss=-1.2763
record 200/799 index=79 train=32 eval=283 loss=0.3417
record 201/799 index=710 train=37 eval=331 loss=0.1536
record 202/799 index=1565 train=39 eval=343 loss=-0.3344
record 203/799 index=495 train=38 eval=339 loss=0.4858
record 204/799 index=203 train=34 eval=297 loss=0.4094
record 205/799 index=2688 train=32 eval=286 loss=0.2678
record 206/799 index=19 train=33 eval=290 loss=-0.0647
record 207/799 index=3799 train=40 eval=353 loss=0.5246
record 208/799 index=560 train=30 eval=268 loss=0.2477
record 209/799 index=2297 train=33 eval=293 loss=0.2249
record 210/799 index=1094 train=36 eval=317 loss=0.0498
record 211/799 index=90 train=27 eval=236 loss=-0.5770
record 212/799 index=1227 train=46 eval=413 loss=0.1330
record 213/799 index=1650 train=31 eval=276 loss=-0.0659
record 214/799 index=3781 train=32 eval=287 loss=0.1869
record 215/799 index=2855 train=33 eval=297 loss=0.4337
record 216/799 index=1502 train=34 eval=301 loss=-0.0673
record 217/799 index=3751 train=3 eval=26 loss=-1.6552
record 218/799 index=2117 train=36 eval=322 loss=-0.0564
record 219/799 index=453 train=35 eval=313 loss=0.1018
record 220/799 index=2169 train=32 eval=281 loss=-0.1796
record 221/799 index=1772 train=33 eval=290 loss=0.2953
record 222/799 index=1426 train=38 eval=340 loss=0.2795
record 223/799 index=2458 train=31 eval=277 loss=0.1700
record 224/799 index=2472 train=37 eval=331 loss=0.4732
record 225/799 index=2837 train=31 eval=274 loss=0.7992
record 226/799 index=986 train=34 eval=303 loss=0.2609
record 227/799 index=2765 train=33 eval=288 loss=0.1257
record 228/799 index=1089 train=39 eval=345 loss=0.5335
record 229/799 index=2204 train=33 eval=297 loss=0.8164
record 230/799 index=2756 train=26 eval=233 loss=-0.1504
record 231/799 index=829 train=42 eval=372 loss=0.9168
record 232/799 index=1773 train=32 eval=282 loss=-0.3638
record 233/799 index=996 train=24 eval=216 loss=0.1941
record 234/799 index=644 train=33 eval=290 loss=0.4519
record 235/799 index=2812 train=39 eval=347 loss=1.1793
record 236/799 index=3625 train=26 eval=234 loss=0.2722
record 237/799 index=965 train=39 eval=347 loss=0.1425
record 238/799 index=3076 train=33 eval=292 loss=0.1648
record 239/799 index=1026 train=20 eval=180 loss=0.3967
record 240/799 index=37 train=29 eval=252 loss=0.6579
record 241/799 index=2300 train=25 eval=223 loss=-0.2569
record 242/799 index=1333 train=33 eval=289 loss=0.7026
record 243/799 index=3537 train=35 eval=313 loss=0.0151
record 244/799 index=3070 train=35 eval=310 loss=0.1998
record 245/799 index=2954 train=39 eval=346 loss=0.0024
record 246/799 index=3569 train=32 eval=285 loss=0.0621
record 247/799 index=1336 train=35 eval=315 loss=0.4768
record 248/799 index=3840 train=36 eval=323 loss=-0.0728
record 249/799 index=756 train=28 eval=252 loss=0.1552
record 250/799 index=3624 train=38 eval=333 loss=0.2618
record 251/799 index=2925 train=42 eval=377 loss=0.2245
record 252/799 index=3483 train=23 eval=202 loss=0.5910
record 253/799 index=231 train=21 eval=181 loss=1.1773
record 254/799 index=3041 train=37 eval=332 loss=0.4700
record 255/799 index=3140 train=31 eval=279 loss=0.2094
record 256/799 index=1078 train=32 eval=288 loss=-0.6936
record 257/799 index=2045 train=37 eval=326 loss=0.2935
record 258/799 index=662 train=31 eval=271 loss=0.6898
record 259/799 index=3806 train=47 eval=420 loss=-0.0685
record 260/799 index=1448 train=32 eval=282 loss=0.9211
record 261/799 index=1038 train=34 eval=302 loss=1.0006
record 262/799 index=2573 train=38 eval=334 loss=0.4478
record 263/799 index=3696 train=39 eval=350 loss=0.6264
record 264/799 index=1653 train=33 eval=291 loss=0.3340
record 265/799 index=1808 train=19 eval=167 loss=0.4575
record 266/799 index=563 train=36 eval=316 loss=-0.0593
record 267/799 index=1946 train=38 eval=338 loss=0.2684
record 268/799 index=345 train=22 eval=189 loss=0.4829
record 269/799 index=3825 train=42 eval=372 loss=0.5086
record 270/799 index=2418 train=33 eval=290 loss=0.6387
record 271/799 index=3341 train=38 eval=342 loss=-0.8164
record 272/799 index=1587 train=35 eval=309 loss=0.6402
record 273/799 index=3679 train=33 eval=293 loss=0.2172
record 274/799 index=2351 train=27 eval=235 loss=0.3920
record 275/799 index=201 train=41 eval=362 loss=-0.1110
record 276/799 index=1637 train=38 eval=337 loss=1.0116
record 277/799 index=1268 train=30 eval=266 loss=0.6714
record 278/799 index=2040 train=39 eval=348 loss=0.1982
record 279/799 index=1702 train=34 eval=301 loss=0.2185
record 280/799 index=534 train=33 eval=296 loss=0.0449
record 281/799 index=2800 train=39 eval=346 loss=0.2270
record 282/799 index=3833 train=31 eval=275 loss=0.1158
record 283/799 index=1219 train=30 eval=268 loss=0.8511
record 284/799 index=2030 train=23 eval=206 loss=0.3895
record 285/799 index=3120 train=14 eval=119 loss=0.0750
record 286/799 index=3721 train=48 eval=428 loss=0.9281
record 287/799 index=1776 train=33 eval=290 loss=0.9383
record 288/799 index=632 train=38 eval=336 loss=0.7305
record 289/799 index=1457 train=32 eval=282 loss=0.5983
record 290/799 index=108 train=33 eval=291 loss=0.5952
record 291/799 index=93 train=34 eval=303 loss=0.5969
record 292/799 index=2454 train=32 eval=281 loss=0.9097
record 293/799 index=1518 train=28 eval=250 loss=-0.0844
record 294/799 index=1827 train=32 eval=283 loss=0.1613
record 295/799 index=2665 train=43 eval=384 loss=0.3825
record 296/799 index=3944 train=33 eval=296 loss=0.7188
record 297/799 index=2874 train=38 eval=333 loss=0.1796
record 298/799 index=2805 train=44 eval=389 loss=0.5299
record 299/799 index=1006 train=23 eval=204 loss=0.7621
record 300/799 index=1020 train=20 eval=180 loss=-0.0482
record 301/799 index=2437 train=37 eval=326 loss=1.0703
record 302/799 index=1614 train=31 eval=272 loss=0.7951
record 303/799 index=1675 train=32 eval=281 loss=0.6716
record 304/799 index=3508 train=25 eval=221 loss=0.4948
record 305/799 index=906 train=27 eval=240 loss=0.5707
record 306/799 index=2608 train=47 eval=422 loss=-0.5468
record 307/799 index=3667 train=36 eval=316 loss=-0.0155
record 308/799 index=2860 train=32 eval=280 loss=1.0397
record 309/799 index=1760 train=40 eval=351 loss=0.7049
record 310/799 index=2132 train=28 eval=252 loss=0.1583
record 311/799 index=3632 train=31 eval=271 loss=0.1676
record 312/799 index=1537 train=39 eval=343 loss=-0.5471
record 313/799 index=1430 train=33 eval=297 loss=0.1669
record 314/799 index=1404 train=40 eval=353 loss=0.1872
record 315/799 index=1828 train=45 eval=397 loss=0.6422
record 316/799 index=3407 train=26 eval=226 loss=0.6697
record 317/799 index=1050 train=38 eval=340 loss=0.3399
record 318/799 index=169 train=35 eval=311 loss=0.6810
record 319/799 index=1400 train=37 eval=327 loss=-0.0288
record 320/799 index=678 train=29 eval=254 loss=0.7756
record 321/799 index=1060 train=34 eval=304 loss=0.4303
record 322/799 index=846 train=34 eval=305 loss=-0.3168
record 323/799 index=2276 train=22 eval=192 loss=0.2078
record 324/799 index=857 train=48 eval=424 loss=0.0374
record 325/799 index=836 train=22 eval=194 loss=-0.0807
record 326/799 index=745 train=31 eval=278 loss=0.7434
record 327/799 index=99 train=7 eval=54 loss=-1.4326
record 328/799 index=3466 train=36 eval=320 loss=0.8125
record 329/799 index=186 train=30 eval=265 loss=0.8324
record 330/799 index=1672 train=30 eval=263 loss=-0.2876
record 331/799 index=194 train=34 eval=305 loss=0.8134
record 332/799 index=3440 train=35 eval=314 loss=0.0051
record 333/799 index=574 train=25 eval=218 loss=1.0343
record 334/799 index=3556 train=4 eval=28 loss=0.1712
record 335/799 index=3890 train=35 eval=306 loss=0.6007
record 336/799 index=3471 train=51 eval=458 loss=0.1347
record 337/799 index=1735 train=21 eval=189 loss=0.5235
record 338/799 index=2927 train=31 eval=270 loss=-0.0418
record 339/799 index=486 train=33 eval=296 loss=0.6300
record 340/799 index=1403 train=37 eval=332 loss=0.2146
record 341/799 index=773 train=34 eval=301 loss=0.0099
record 342/799 index=895 train=30 eval=262 loss=0.3581
record 343/799 index=813 train=34 eval=304 loss=0.9637
record 344/799 index=525 train=32 eval=280 loss=0.5553
record 345/799 index=953 train=36 eval=316 loss=0.2456
record 346/799 index=943 train=25 eval=218 loss=0.2945
record 347/799 index=1802 train=30 eval=261 loss=0.3471
record 348/799 index=854 train=36 eval=323 loss=0.7046
record 349/799 index=3861 train=38 eval=341 loss=-0.2328
record 350/799 index=1906 train=28 eval=252 loss=0.3778
record 351/799 index=3911 train=31 eval=278 loss=-0.5736
record 352/799 index=3669 train=33 eval=297 loss=0.6466
record 353/799 index=3662 train=30 eval=262 loss=0.5206
record 354/799 index=3251 train=43 eval=381 loss=0.9210
record 355/799 index=558 train=34 eval=300 loss=0.4035
record 356/799 index=2379 train=33 eval=295 loss=-0.2639
record 357/799 index=3741 train=26 eval=231 loss=0.4858
record 358/799 index=3596 train=37 eval=325 loss=0.8980
record 359/799 index=359 train=35 eval=310 loss=0.2830
record 360/799 index=1047 train=38 eval=341 loss=1.4014
record 361/799 index=2569 train=32 eval=281 loss=0.7766
record 362/799 index=1231 train=35 eval=312 loss=-0.0938
record 363/799 index=3641 train=25 eval=220 loss=0.5200
record 364/799 index=1950 train=33 eval=289 loss=0.3352
record 365/799 index=62 train=32 eval=284 loss=0.2825
record 366/799 index=1301 train=3 eval=27 loss=-1.1463
record 367/799 index=3953 train=37 eval=331 loss=0.5470
record 368/799 index=2990 train=38 eval=336 loss=0.5437
record 369/799 index=2585 train=26 eval=229 loss=0.3433
record 370/799 index=2427 train=43 eval=385 loss=-0.0805
record 371/799 index=726 train=37 eval=326 loss=0.0242
record 372/799 index=3240 train=46 eval=411 loss=0.7818
record 373/799 index=3008 train=3 eval=20 loss=-1.4886
record 374/799 index=2721 train=36 eval=315 loss=0.3360
record 375/799 index=3156 train=35 eval=310 loss=0.0668
record 376/799 index=2822 train=26 eval=232 loss=0.1463
record 377/799 index=1875 train=37 eval=326 loss=-0.3065
record 378/799 index=2483 train=35 eval=309 loss=0.2104
record 379/799 index=3697 train=25 eval=223 loss=-0.4444
record 380/799 index=2710 train=39 eval=351 loss=0.8414
record 381/799 index=3035 train=47 eval=414 loss=0.2391
record 382/799 index=3808 train=33 eval=290 loss=0.1103
record 383/799 index=3146 train=28 eval=244 loss=0.9172
record 384/799 index=1377 train=28 eval=252 loss=0.3372
record 385/799 index=2105 train=32 eval=286 loss=0.2844
record 386/799 index=3623 train=28 eval=251 loss=0.5994
record 387/799 index=1488 train=28 eval=249 loss=0.2072
record 388/799 index=1417 train=33 eval=290 loss=0.2787
record 389/799 index=13 train=27 eval=239 loss=1.1940
record 390/799 index=498 train=33 eval=296 loss=0.9730
record 391/799 index=1608 train=35 eval=309 loss=0.3292
record 392/799 index=3068 train=33 eval=288 loss=0.7851
record 393/799 index=2479 train=17 eval=149 loss=-0.9804
record 394/799 index=1195 train=32 eval=283 loss=0.4406
record 395/799 index=321 train=42 eval=369 loss=0.1128
record 396/799 index=2969 train=43 eval=381 loss=0.5769
record 397/799 index=2422 train=39 eval=351 loss=0.7528
record 398/799 index=2347 train=40 eval=352 loss=-0.3462
record 399/799 index=157 train=35 eval=306 loss=0.5173
record 400/799 index=3774 train=29 eval=255 loss=0.7834
record 401/799 index=2749 train=30 eval=267 loss=0.2368
record 402/799 index=2466 train=22 eval=193 loss=-0.0583
record 403/799 index=3568 train=35 eval=306 loss=-0.1186
record 404/799 index=2387 train=38 eval=335 loss=0.7099
record 405/799 index=494 train=38 eval=342 loss=0.1698
record 406/799 index=2401 train=30 eval=262 loss=1.2246
record 407/799 index=3694 train=42 eval=374 loss=0.2495
record 408/799 index=1073 train=36 eval=316 loss=0.2151
record 409/799 index=1626 train=29 eval=258 loss=0.3819
record 410/799 index=1597 train=39 eval=349 loss=-0.4283
record 411/799 index=386 train=49 eval=438 loss=-0.0100
record 412/799 index=2168 train=30 eval=264 loss=0.9514
record 413/799 index=3991 train=36 eval=324 loss=0.4238
record 414/799 index=1065 train=45 eval=396 loss=0.8108
record 415/799 index=1561 train=37 eval=329 loss=0.2901
record 416/799 index=1238 train=14 eval=123 loss=-0.0670
record 417/799 index=1102 train=37 eval=332 loss=0.0771
record 418/799 index=3390 train=37 eval=329 loss=0.4776
record 419/799 index=3252 train=42 eval=375 loss=0.3850
record 420/799 index=636 train=31 eval=277 loss=-0.0042
record 421/799 index=40 train=31 eval=279 loss=0.3565
record 422/799 index=808 train=29 eval=256 loss=0.0108
record 423/799 index=1028 train=39 eval=347 loss=0.5480
record 424/799 index=1126 train=34 eval=299 loss=1.1236
record 425/799 index=2053 train=32 eval=279 loss=-0.3144
record 426/799 index=45 train=34 eval=304 loss=0.2598
record 427/799 index=2823 train=30 eval=267 loss=1.0017
record 428/799 index=2766 train=32 eval=281 loss=0.4290
record 429/799 index=1578 train=29 eval=259 loss=0.3370
record 430/799 index=3719 train=29 eval=261 loss=0.4450
record 431/799 index=3560 train=32 eval=286 loss=0.7065
record 432/799 index=3154 train=31 eval=278 loss=0.2532
record 433/799 index=3183 train=27 eval=243 loss=-0.0248
record 434/799 index=2842 train=25 eval=223 loss=0.3627
record 435/799 index=771 train=36 eval=318 loss=0.0063
record 436/799 index=2390 train=34 eval=302 loss=0.7480
record 437/799 index=1173 train=34 eval=302 loss=0.8363
record 438/799 index=1944 train=35 eval=306 loss=0.1971
record 439/799 index=2739 train=35 eval=313 loss=0.5758
record 440/799 index=3493 train=29 eval=259 loss=0.0490
record 441/799 index=181 train=34 eval=298 loss=0.2641
record 442/799 index=1674 train=46 eval=411 loss=0.5798
record 443/799 index=791 train=30 eval=267 loss=0.0627
record 444/799 index=931 train=37 eval=324 loss=-0.7287
record 445/799 index=1804 train=28 eval=249 loss=0.1578
record 446/799 index=1796 train=48 eval=429 loss=0.2590
record 447/799 index=769 train=22 eval=190 loss=0.4036
record 448/799 index=1526 train=39 eval=344 loss=0.2178
record 449/799 index=2188 train=42 eval=374 loss=0.4386
record 450/799 index=778 train=35 eval=308 loss=0.2203
record 451/799 index=605 train=33 eval=295 loss=-0.4299
record 452/799 index=2702 train=32 eval=283 loss=0.3671
record 453/799 index=661 train=34 eval=303 loss=0.6891
record 454/799 index=3664 train=26 eval=231 loss=0.7614
record 455/799 index=1114 train=33 eval=291 loss=0.7866
record 456/799 index=3482 train=38 eval=333 loss=0.3950
record 457/799 index=577 train=21 eval=180 loss=0.2288
record 458/799 index=2223 train=31 eval=275 loss=0.0030
record 459/799 index=3085 train=9 eval=76 loss=-0.5631
record 460/799 index=2792 train=33 eval=292 loss=0.7898
record 461/799 index=1004 train=30 eval=268 loss=0.0644
record 462/799 index=666 train=42 eval=370 loss=1.1875
record 463/799 index=3437 train=40 eval=352 loss=-0.0523
record 464/799 index=3973 train=34 eval=302 loss=0.4318
record 465/799 index=3329 train=35 eval=311 loss=0.4953
record 466/799 index=1862 train=26 eval=231 loss=0.4613
record 467/799 index=2889 train=32 eval=286 loss=0.3428
record 468/799 index=2879 train=30 eval=261 loss=0.2767
record 469/799 index=3566 train=40 eval=357 loss=-0.5567
record 470/799 index=399 train=32 eval=284 loss=0.6913
record 471/799 index=3269 train=35 eval=306 loss=0.8896
record 472/799 index=2471 train=35 eval=308 loss=0.6014
record 473/799 index=3873 train=39 eval=349 loss=0.4780
record 474/799 index=1185 train=4 eval=32 loss=-1.1487
record 475/799 index=2942 train=36 eval=318 loss=0.4778
record 476/799 index=3164 train=38 eval=337 loss=0.8971
record 477/799 index=110 train=29 eval=252 loss=-0.0169
record 478/799 index=880 train=43 eval=379 loss=0.1863
record 479/799 index=2778 train=31 eval=279 loss=0.2215
record 480/799 index=1379 train=11 eval=99 loss=-1.2841
record 481/799 index=2902 train=31 eval=276 loss=0.5932
record 482/799 index=3801 train=31 eval=274 loss=0.5992
record 483/799 index=314 train=43 eval=387 loss=0.0912
record 484/799 index=3804 train=38 eval=334 loss=0.5278
record 485/799 index=3388 train=37 eval=327 loss=0.6373
record 486/799 index=2637 train=33 eval=292 loss=0.5681
record 487/799 index=1012 train=38 eval=333 loss=0.4439
record 488/799 index=2270 train=37 eval=327 loss=0.5240
record 489/799 index=1412 train=28 eval=248 loss=0.4065
record 490/799 index=2501 train=40 eval=357 loss=0.3139
record 491/799 index=790 train=32 eval=281 loss=0.3165
record 492/799 index=1533 train=27 eval=240 loss=-0.3837
record 493/799 index=2610 train=26 eval=231 loss=0.2234
record 494/799 index=1780 train=44 eval=388 loss=0.0502
record 495/799 index=1727 train=32 eval=286 loss=0.1277
record 496/799 index=3613 train=38 eval=333 loss=0.4862
record 497/799 index=3743 train=35 eval=310 loss=-0.4346
record 498/799 index=2992 train=29 eval=260 loss=-0.1180
record 499/799 index=3784 train=34 eval=299 loss=1.1869
record 500/799 index=913 train=28 eval=247 loss=0.7469
